,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
32,Puncta >50 from Soma Center,0.26,91.87,1.08,0.07,0.41,5900.00,10201.00,3490.75,9220.00,2664.85,9048.63,1518.00,8445.00,1621.35,631.11,13963.00,36880.00,18.00,54.27,71.99,17.68,0.48,0.00
33,Puncta >50 from Soma Center,0.72,90.95,0.88,0.30,0.41,17432.00,10332.00,6967.25,9127.75,3697.61,8659.85,1943.00,8079.00,5324.63,739.17,55738.00,73022.00,34.00,53.88,71.04,17.96,0.55,0.02
34,Puncta >50 from Soma Center,0.42,91.48,1.15,0.13,0.45,5462.00,10915.00,3538.00,10411.30,2098.00,9666.00,2098.00,9666.00,1415.35,537.78,10614.00,31234.00,14.00,54.15,71.59,17.62,0.66,0.01
35,Puncta >50 from Soma Center,1.12,91.69,0.60,0.40,0.36,10593.00,14552.00,6236.20,11387.80,6024.41,10303.70,2239.00,8917.00,2703.08,1808.38,62362.00,113878.00,34.00,53.97,71.96,17.79,0.72,0.07
36,Puncta >50 from Soma Center,5.97,90.67,1.09,0.29,0.65,22027.00,50497.00,9587.42,19913.70,9504.34,15835.80,655.00,10164.00,4337.18,9986.95,901217.00,1871890.00,222.00,53.46,70.97,18.07,0.60,0.64
37,Puncta >50 from Soma Center,0.35,90.74,1.14,0.13,0.45,22071.00,22267.00,16814.70,14623.00,10147.00,8993.00,10147.00,8993.00,4969.20,5603.09,50444.00,43869.00,14.00,53.26,71.22,18.02,0.68,0.01
38,Puncta >50 from Soma Center,1.15,90.99,0.92,0.44,0.09,11158.00,13186.00,5256.91,10440.50,4280.71,9526.31,1431.00,8406.00,3046.83,1602.59,57826.00,114845.00,46.00,54.65,70.37,18.45,0.51,0.04
39,Puncta >50 from Soma Center,0.69,90.93,15.94,0.54,0.31,9361.00,13191.00,3287.00,9683.57,1928.75,8038.50,867.00,7431.00,2654.90,2225.11,23009.00,67785.00,30.00,55.23,69.59,19.36,0.67,0.03
40,Puncta >50 from Soma Center,0.38,82.13,16.33,0.46,0.21,5277.00,9872.00,3003.80,8608.00,2299.91,7562.91,658.00,7498.00,1614.74,992.56,15019.00,43040.00,22.00,61.63,47.69,25.92,0.69,0.01
41,Puncta >50 from Soma Center,0.24,82.52,15.35,0.14,0.00,6783.00,10250.00,4721.00,8700.00,2706.00,7383.00,2706.00,7383.00,1664.76,1181.99,14163.00,26100.00,14.00,61.06,49.17,25.75,0.66,0.01
42,Puncta >50 from Soma Center,0.80,82.50,15.54,0.09,0.82,10352.00,18723.00,5502.43,10602.70,3604.77,9179.80,1261.00,7913.00,3024.75,3464.91,38517.00,74219.00,28.00,61.38,48.65,25.92,0.63,0.03
43,Puncta >50 from Soma Center,0.13,90.43,15.72,0.13,0.45,9128.00,8529.00,4607.00,7915.67,2114.00,7120.00,2114.00,7120.00,3202.46,589.50,13821.00,23747.00,14.00,65.72,56.46,25.91,0.60,0.00
44,Puncta >50 from Soma Center,1.39,93.87,10.81,0.35,0.46,13804.00,14085.00,4405.00,9471.00,3332.12,8124.38,400.00,6605.00,3485.05,2511.61,70480.00,151536.00,58.00,71.37,58.13,18.38,0.62,0.07
45,Puncta >50 from Soma Center,0.67,93.88,13.64,0.13,0.28,5825.00,11471.00,4914.67,9935.67,4943.79,9711.11,3232.00,7484.00,816.98,1391.53,29488.00,59614.00,26.00,70.90,58.31,19.68,0.56,0.02
46,Puncta >50 from Soma Center,0.45,108.39,14.02,0.39,0.24,13884.00,12077.00,7631.17,9012.83,5051.94,8186.08,1921.00,7689.00,4072.40,1514.08,45787.00,54077.00,26.00,84.12,65.27,20.28,0.79,0.02
47,Puncta >50 from Soma Center,5.08,108.15,19.10,0.30,0.44,14986.00,18976.00,6155.82,10740.90,5120.38,9408.70,636.00,7531.00,3824.22,2894.94,369349.00,644454.00,190.00,84.11,64.83,20.44,0.45,0.33
48,Puncta >50 from Soma Center,0.31,108.64,19.00,0.07,0.41,6271.00,9281.00,3700.25,8546.50,2685.88,8429.23,1283.00,7935.00,1882.85,481.36,14801.00,34186.00,18.00,84.40,65.28,20.42,0.52,0.01
49,Puncta >50 from Soma Center,0.66,94.18,19.88,0.32,0.39,8056.00,11516.00,4515.86,10106.40,3612.74,9692.93,1481.00,8505.00,2259.14,1049.51,31611.00,70745.00,28.00,70.52,58.86,20.82,0.68,0.03
50,Puncta >50 from Soma Center,0.42,108.02,19.93,0.13,0.45,4291.00,15686.00,3070.33,11879.30,1945.00,9445.00,1945.00,9445.00,960.12,2726.41,9211.00,35638.00,14.00,84.28,64.38,20.49,0.68,0.01
51,Puncta >50 from Soma Center,0.53,107.26,20.18,0.27,0.21,6865.00,13707.00,3762.33,9337.33,3060.33,8402.62,962.00,7478.00,1972.51,2049.90,22574.00,56024.00,26.00,83.55,63.68,21.66,0.71,0.02
52,Puncta >50 from Soma Center,1.14,103.67,21.75,0.14,0.42,5103.00,16902.00,2689.40,10153.40,2522.34,8839.21,578.00,7477.00,1281.92,2717.92,26894.00,101534.00,40.00,78.52,63.56,23.28,0.60,0.05
53,Puncta >50 from Soma Center,6.84,107.21,20.83,0.38,0.51,16391.00,48714.00,4897.95,20526.60,4332.99,15741.40,561.00,9085.00,3487.70,10397.80,543672.00,2278460.00,260.00,82.62,64.26,23.23,0.59,0.77
54,Puncta >50 from Soma Center,1.64,107.73,23.25,0.29,0.63,6933.00,19024.00,3348.70,9902.35,2960.20,9015.28,616.00,6938.00,1911.04,3463.60,66974.00,198047.00,68.00,83.32,64.33,22.92,0.66,0.10
55,Puncta >50 from Soma Center,1.60,107.63,23.47,0.33,0.56,15168.00,13708.00,8609.00,9721.88,7936.63,9161.79,3880.00,7278.00,3614.56,1944.11,137744.00,155550.00,60.00,83.87,63.32,23.23,0.55,0.08
56,Puncta >50 from Soma Center,0.18,106.13,24.13,0.13,0.45,6532.00,8389.00,3445.67,7990.00,839.00,7250.00,839.00,7250.00,2348.78,523.79,10337.00,23970.00,14.00,81.30,64.10,23.36,0.66,0.00
57,Puncta >50 from Soma Center,0.78,106.34,22.84,0.39,0.48,10739.00,16942.00,4703.30,10753.60,4520.38,8980.05,851.00,7282.00,2874.42,3366.42,47033.00,107536.00,38.00,81.46,64.33,23.12,0.72,0.04
58,Puncta >50 from Soma Center,0.30,106.63,17.27,0.44,0.32,10680.00,9569.00,5373.00,8131.80,3777.89,7567.96,2266.00,7164.00,2913.08,878.61,26865.00,40659.00,20.00,81.82,64.23,23.43,0.75,0.01
59,Puncta >50 from Soma Center,2.16,104.40,17.67,0.32,0.60,11952.00,16630.00,4353.08,10786.00,3694.62,10109.80,587.00,7305.00,2880.62,2641.92,108827.00,269651.00,84.00,79.42,63.34,24.11,0.58,0.13
60,Puncta >50 from Soma Center,0.15,108.16,17.15,0.39,0.47,3488.00,9409.00,2625.00,8523.67,1293.00,7845.00,1293.00,7845.00,955.50,655.01,7875.00,25571.00,14.00,84.28,63.49,23.75,0.82,0.00
61,Puncta >50 from Soma Center,0.43,104.84,18.30,0.80,0.13,9693.00,12916.00,6184.75,10067.80,4675.87,7914.00,4319.00,7668.00,2125.73,2312.72,24739.00,40271.00,16.00,79.40,64.28,23.56,0.74,0.02
62,Puncta >50 from Soma Center,0.83,104.90,18.32,0.30,0.30,10874.00,17361.00,5063.88,11092.00,3931.44,10445.50,1267.00,7994.00,3162.90,2791.58,40511.00,88736.00,30.00,79.97,63.72,23.44,0.70,0.04
63,Puncta >50 from Soma Center,0.41,104.88,19.24,0.35,0.45,6152.00,10631.00,4148.20,8479.20,2649.62,8060.96,2522.00,7016.00,1426.99,1188.63,20741.00,42396.00,22.00,78.83,65.02,23.63,0.73,0.02
64,Puncta >50 from Soma Center,0.33,105.96,19.09,0.39,0.47,4332.00,12923.00,3057.00,9588.00,2353.00,7310.00,2353.00,7310.00,903.20,2410.31,9171.00,28764.00,14.00,80.85,64.08,24.16,0.74,0.01
65,Puncta >50 from Soma Center,3.09,105.50,23.78,0.33,0.58,13083.00,30830.00,4046.12,14883.50,3172.53,13141.80,707.00,7727.00,2789.74,5911.88,173983.00,639990.00,120.00,80.21,64.39,23.41,0.67,0.28
66,Puncta >50 from Soma Center,5.84,105.27,21.59,0.35,0.52,15214.00,44547.00,6159.91,16912.80,5684.64,15027.70,779.00,8901.00,3320.92,6605.62,566712.00,1555980.00,212.00,80.40,63.55,24.07,0.60,0.61
67,Puncta >50 from Soma Center,0.75,102.91,21.38,0.41,0.21,9694.00,16908.00,5457.63,12333.00,4621.73,10478.30,2274.00,9460.00,2132.42,2651.38,43661.00,98664.00,34.00,77.92,62.79,23.99,0.59,0.03
68,Puncta >50 from Soma Center,1.27,103.38,21.97,0.15,0.62,15043.00,16625.00,7859.50,11629.70,7206.88,11310.00,3645.00,8668.00,3189.52,2424.90,94314.00,139556.00,44.00,78.24,62.91,24.63,0.56,0.06
69,Puncta >50 from Soma Center,0.25,103.50,22.55,0.13,0.45,13571.00,11469.00,7936.00,9808.67,3290.00,8848.00,3290.00,8848.00,4255.06,1178.85,23808.00,29426.00,14.00,78.35,63.21,24.06,0.63,0.01
70,Puncta >50 from Soma Center,0.38,106.78,21.87,0.13,0.45,15945.00,12886.00,9007.00,11858.70,4536.00,11149.00,4536.00,11149.00,4973.66,743.85,27021.00,35576.00,14.00,81.26,64.68,24.78,0.64,0.01
71,Puncta >50 from Soma Center,0.75,102.61,14.75,0.64,0.06,21431.00,13018.00,9533.50,10128.80,7351.56,9209.50,2259.00,7940.00,5948.12,1778.41,57201.00,60773.00,26.00,76.88,63.05,25.37,0.60,0.03
72,Puncta >50 from Soma Center,0.89,102.51,13.64,0.11,0.37,19123.00,11699.00,9284.00,9987.13,5995.08,9919.25,3916.00,7631.00,4849.77,1491.83,74272.00,79897.00,32.00,76.82,62.81,25.74,0.63,0.04
73,Puncta >50 from Soma Center,1.89,103.28,13.69,0.21,0.66,8689.00,16717.00,4145.39,11028.80,3720.65,10186.80,1251.00,8010.00,1944.48,2321.20,95344.00,253662.00,74.00,77.28,63.76,25.07,0.62,0.12
74,Puncta >50 from Soma Center,0.68,106.49,13.62,0.13,0.86,20093.00,15360.00,13731.30,10561.70,12218.00,9317.69,6653.00,7468.00,4644.97,2769.06,82388.00,63370.00,26.00,81.52,63.78,25.02,0.70,0.03
75,Puncta >50 from Soma Center,0.27,103.83,13.97,0.39,0.47,12536.00,11753.00,6363.00,9862.33,2792.00,8460.00,2792.00,8460.00,4382.86,1388.00,19089.00,29587.00,14.00,78.03,63.82,24.88,0.74,0.01
76,Puncta >50 from Soma Center,0.43,103.41,12.20,0.05,0.57,10534.00,10361.00,8965.00,8867.75,9559.19,8859.34,5335.00,7310.00,2129.46,1079.54,35860.00,35471.00,18.00,77.80,63.36,25.04,0.61,0.01
77,Puncta >50 from Soma Center,0.33,103.51,13.15,0.34,0.18,9799.00,9896.00,7528.25,8945.25,7632.25,8670.14,4615.00,8050.00,1866.93,675.02,30113.00,35781.00,18.00,78.04,63.24,25.02,0.51,0.01
78,Puncta >50 from Soma Center,0.20,103.14,13.29,0.39,0.47,2975.00,12020.00,2236.00,9849.00,1435.00,7950.00,1435.00,7950.00,630.23,1672.67,6708.00,29547.00,14.00,77.42,63.15,25.62,0.79,0.01
79,Puncta >50 from Soma Center,0.74,107.15,12.80,0.48,0.31,9403.00,10343.00,5741.91,8614.36,5782.00,8402.91,2161.00,7629.00,2050.74,735.25,63161.00,94758.00,42.00,81.61,64.65,25.37,0.65,0.03
80,Puncta >50 from Soma Center,1.00,107.66,13.33,0.26,0.48,11293.00,14199.00,5562.64,10339.50,4388.88,9564.92,957.00,7420.00,2737.45,1925.29,61189.00,113734.00,40.00,82.22,64.61,25.61,0.65,0.05
81,Puncta >50 from Soma Center,1.57,107.88,13.52,0.40,0.37,13032.00,20649.00,7465.13,12277.70,6569.30,11012.20,1622.00,8436.00,2796.95,3743.00,111977.00,184165.00,54.00,82.44,64.80,25.32,0.63,0.09
82,Puncta >50 from Soma Center,0.51,107.99,14.46,0.18,0.31,7612.00,15587.00,3619.50,12076.00,733.00,9708.66,733.00,8684.00,2984.73,2928.53,14478.00,48304.00,16.00,82.30,65.13,25.43,0.69,0.02
83,Puncta >50 from Soma Center,1.74,107.93,14.54,0.55,0.30,9959.00,15493.00,5262.41,11332.20,4619.35,10722.20,846.00,8091.00,2832.64,2064.02,89461.00,192648.00,64.00,82.23,64.92,25.91,0.58,0.10
84,Puncta >50 from Soma Center,0.05,108.43,14.81,0.00,1.99,7162.00,9110.00,4781.00,9017.00,585.00,8924.00,585.00,8924.00,2976.00,75.94,14343.00,27051.00,14.00,85.01,64.13,20.40,0.34,0.00
85,Puncta >50 from Soma Center,4.08,106.82,13.79,0.28,0.68,19071.00,51838.00,5977.28,20074.10,5090.56,16278.20,527.00,9497.00,3517.92,10019.90,358637.00,1204440.00,144.00,84.91,60.91,22.16,0.67,0.43
86,Puncta >50 from Soma Center,0.63,106.94,14.33,0.20,0.48,15146.00,19212.00,9547.25,15482.80,7524.78,12961.10,5535.00,12887.00,3590.72,2689.04,38189.00,61931.00,18.00,84.82,61.36,21.80,0.71,0.03
87,Puncta >50 from Soma Center,2.81,107.31,14.65,0.63,0.24,16007.00,17811.00,6615.25,11199.90,5442.05,10869.80,1466.00,7657.00,4037.84,2532.21,211688.00,358396.00,108.00,84.99,61.62,22.22,0.55,0.18
88,Puncta >50 from Soma Center,0.39,107.55,16.34,0.47,0.32,4756.00,12968.00,3473.25,10629.00,2969.18,9704.48,2081.00,8452.00,1024.60,1702.78,13893.00,42516.00,18.00,84.99,61.72,23.12,0.73,0.01
89,Puncta >50 from Soma Center,0.37,107.89,16.75,0.47,0.32,7483.00,13277.00,6337.00,10323.00,6035.48,10052.50,4369.00,7623.00,1276.54,2005.43,25348.00,41292.00,18.00,85.27,62.11,22.62,0.77,0.01
90,Puncta >50 from Soma Center,4.29,108.00,13.41,0.28,0.59,27266.00,18351.00,10641.00,11895.70,8998.95,10734.90,3648.00,8454.00,4894.94,2853.57,436280.00,487723.00,144.00,85.06,62.56,22.67,0.42,0.23
91,Puncta >50 from Soma Center,0.18,107.78,13.73,0.00,1.92,8694.00,9478.00,4749.67,9042.00,2737.00,8623.00,2737.00,8623.00,2789.26,349.27,14249.00,27126.00,14.00,85.53,61.38,23.06,0.54,0.00
92,Puncta >50 from Soma Center,0.19,107.14,14.10,0.13,0.45,22207.00,9470.00,14169.00,8883.00,580.00,7883.00,580.00,7883.00,9662.37,710.67,42507.00,26649.00,14.00,84.59,61.67,22.83,0.62,0.00
93,Puncta >50 from Soma Center,3.98,106.98,29.13,0.09,0.57,23462.00,18945.00,7212.29,11235.10,6148.13,10084.40,732.00,7372.00,4889.45,3247.55,375039.00,584223.00,140.00,83.60,62.77,22.69,0.57,0.32
94,Puncta >50 from Soma Center,1.91,107.57,28.98,0.30,0.35,12760.00,18854.00,4448.24,11362.40,3553.87,9253.75,674.00,7423.00,3589.13,3554.28,93413.00,238610.00,72.00,84.36,62.57,23.20,0.62,0.12
95,Puncta >50 from Soma Center,1.69,107.78,29.14,0.38,0.36,7928.00,18534.00,4084.82,10166.90,3092.96,8760.74,647.00,7796.00,2283.82,2717.46,69442.00,172838.00,56.00,84.42,62.91,23.09,0.58,0.09
96,Puncta >50 from Soma Center,5.56,108.06,29.35,0.19,0.76,23303.00,34088.00,7143.10,13237.10,5990.38,11848.90,919.00,7608.00,4663.48,4656.00,478588.00,886883.00,198.00,84.43,63.38,23.07,0.51,0.44
97,Puncta >50 from Soma Center,1.68,109.93,18.11,0.44,0.42,8548.00,19241.00,4221.38,10365.40,4029.98,8925.14,626.00,7759.00,2033.92,3031.80,88649.00,217674.00,72.00,84.33,65.61,25.83,0.62,0.10
98,Puncta >50 from Soma Center,0.26,111.00,18.07,0.39,0.47,11952.00,11292.00,7746.00,10622.00,3225.00,9391.00,3225.00,9391.00,3569.74,871.59,23238.00,31866.00,14.00,85.46,65.90,26.00,0.78,0.01
99,Puncta >50 from Soma Center,1.35,111.33,18.43,0.43,0.40,13065.00,19369.00,6052.43,11522.40,5055.38,10046.40,2041.00,8320.00,3093.00,2919.10,84734.00,161313.00,48.00,85.60,66.22,26.14,0.69,0.09
100,Puncta >50 from Soma Center,0.36,111.18,18.57,0.13,0.45,10009.00,14529.00,5798.67,11398.30,3330.00,8533.00,3330.00,8533.00,2991.91,2455.04,17396.00,34195.00,14.00,85.33,66.31,26.12,0.75,0.01
101,Puncta >50 from Soma Center,0.36,111.55,18.92,0.12,0.93,8684.00,13049.00,5969.67,11508.30,2745.00,10157.00,2745.00,10157.00,2451.29,1188.22,17909.00,34525.00,14.00,86.02,66.27,25.53,0.65,0.01
102,Puncta >50 from Soma Center,0.89,111.96,19.12,0.46,0.36,6514.00,11006.00,3067.10,9387.20,2555.91,8985.32,1181.00,7487.00,1578.95,988.82,30671.00,93872.00,42.00,86.41,66.25,26.04,0.55,0.03
103,Puncta >50 from Soma Center,0.08,112.85,18.51,0.39,0.47,7029.00,8638.00,3960.00,8140.67,843.00,7883.00,843.00,7883.00,2525.65,351.75,11880.00,24422.00,14.00,87.33,66.60,25.95,0.82,0.00
104,Puncta >50 from Soma Center,0.33,88.99,24.38,0.25,0.50,9058.00,11291.00,6174.75,9448.75,6049.30,9330.43,2796.00,7654.00,2241.59,1287.40,24699.00,37795.00,18.00,54.36,67.88,18.87,0.77,0.01
105,Puncta >50 from Soma Center,0.19,89.43,17.29,0.39,0.47,6815.00,10777.00,5697.33,9243.33,3714.00,7972.00,3714.00,7972.00,1406.20,1160.06,17092.00,27730.00,14.00,54.56,68.28,18.95,0.82,0.01
106,Puncta >50 from Soma Center,0.40,90.63,17.40,0.20,0.48,11697.00,10356.00,7504.75,9551.25,6438.02,9511.63,1870.00,8812.00,3758.02,546.87,30019.00,38205.00,18.00,55.49,68.80,20.05,0.71,0.01
107,Puncta >50 from Soma Center,0.35,89.71,17.22,0.13,0.45,6055.00,13395.00,4407.33,10342.30,2933.00,7659.00,2933.00,7659.00,1280.43,2356.23,13222.00,31027.00,14.00,54.92,68.26,19.28,0.66,0.01
108,Puncta >50 from Soma Center,0.54,90.41,17.14,0.15,0.37,5674.00,11362.00,2851.33,8596.00,1842.50,7423.17,618.00,7143.00,1826.37,1514.54,17108.00,51576.00,26.00,55.76,68.24,20.21,0.58,0.02
109,Puncta >50 from Soma Center,0.56,91.33,19.61,0.47,0.19,5213.00,12516.00,3702.00,9260.88,4167.10,8386.34,963.00,7384.00,1578.33,1803.34,29616.00,74087.00,30.00,55.94,69.30,20.20,0.72,0.02
110,Puncta >50 from Soma Center,0.38,90.74,20.66,0.34,0.18,7803.00,11756.00,5990.50,9413.50,5117.18,8333.66,5008.00,7584.00,1118.93,1605.52,23962.00,37654.00,18.00,55.92,68.27,21.13,0.63,0.01
111,Puncta >50 from Soma Center,1.67,91.13,29.90,0.35,0.54,10389.00,14488.00,4741.33,9918.72,4031.91,9025.10,644.00,7166.00,3004.36,1912.00,85344.00,178537.00,66.00,55.46,69.26,20.80,0.52,0.08
