,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
86,Puncta 30-40 from Soma Center,0.37,82.31,43.20,0.13,0.45,9318,17664.00,3906.33,12724.30,713.00,9579.00,713.00,9579.00,3847.27,3536.15,11719.00,38173.00,14.00,60.01,55.78,7.92,0.64,0.01
87,Puncta 30-40 from Soma Center,2.20,81.16,44.75,0.28,0.60,11065,26278.00,5740.30,15826.70,5976.66,14968.00,1416.00,11119.00,2337.01,3649.34,132027.00,364015.00,80.00,58.26,55.91,8.14,0.54,0.12
88,Puncta 30-40 from Soma Center,4.90,80.67,45.57,0.57,0.25,11888,30003.00,4340.34,14572.50,4049.56,12408.90,740.00,9342.00,2136.01,5043.31,264761.00,888922.00,180.00,57.66,55.75,8.67,0.51,0.37
89,Puncta 30-40 from Soma Center,2.53,85.11,45.72,0.38,0.41,14123,28117.00,6365.96,13767.90,5354.75,12760.20,2432.00,9660.00,3332.77,3789.79,165515.00,357965.00,88.00,63.62,55.94,8.12,0.55,0.15
90,Puncta 30-40 from Soma Center,0.21,87.13,45.98,0.39,0.47,7719,12576.00,5595.00,11566.00,3598.00,10228.00,3598.00,10228.00,1684.79,986.23,16785.00,34698.00,14.00,65.54,56.84,8.11,0.73,0.01
91,Puncta 30-40 from Soma Center,1.09,87.57,46.36,0.33,0.35,6913,16957.00,4149.67,13880.10,3851.39,13621.40,930.00,11027.00,1689.79,1720.52,37347.00,124921.00,36.00,66.09,56.87,8.20,0.60,0.05
92,Puncta 30-40 from Soma Center,1.66,86.30,45.86,0.37,0.32,6638,21090.00,3084.75,14780.40,2879.74,12896.20,807.00,10496.00,1572.70,3428.02,49356.00,236487.00,62.00,64.35,56.96,7.86,0.57,0.09
93,Puncta 30-40 from Soma Center,0.22,86.37,46.18,0.13,0.45,6256,11880.00,3369.67,10819.70,1834.00,9620.00,1834.00,9620.00,2042.34,927.88,10109.00,32459.00,14.00,64.64,56.63,8.61,0.62,0.00
94,Puncta 20-30 from Soma Center,4.67,85.03,45.71,0.25,0.71,13480,35220.00,4757.29,17680.70,3982.23,16205.00,750.00,10128.00,2798.78,5431.09,280680.00,1043160.00,170.00,61.90,57.68,8.39,0.54,0.37
95,Puncta 30-40 from Soma Center,1.46,86.31,46.26,0.48,0.24,7543,19812.00,3990.53,12281.30,3545.88,11404.00,811.00,8941.00,2092.53,2735.82,59858.00,184220.00,60.00,63.61,57.73,8.39,0.52,0.06
96,Puncta 30-40 from Soma Center,2.35,87.77,46.12,0.51,0.31,14397,18249.00,5114.00,13483.20,4260.42,12418.80,594.00,10352.00,2837.73,2320.37,127850.00,337079.00,84.00,64.37,59.11,8.11,0.58,0.15
97,Puncta 30-40 from Soma Center,2.88,88.38,46.41,0.31,0.60,7398,21307.00,3620.04,12956.30,3348.88,11559.00,667.00,8377.00,1878.54,2946.08,97741.00,349819.00,100.00,64.24,60.14,8.22,0.47,0.15
98,Puncta 30-40 from Soma Center,1.01,88.47,45.31,0.52,0.27,6816,24760.00,3508.90,15014.20,3550.17,12965.90,1167.00,10910.00,1626.16,4389.14,35089.00,150142.00,40.00,64.10,60.42,8.25,0.64,0.05
99,Puncta 30-40 from Soma Center,0.58,88.17,45.42,0.46,0.21,7376,15730.00,5307.80,14935.00,3011.45,14622.10,2343.00,13242.00,2172.85,930.85,26539.00,74675.00,22.00,64.12,59.88,8.76,0.73,0.03
100,Puncta 30-40 from Soma Center,0.42,78.35,45.77,0.41,0.42,7136,13470.00,4120.50,11771.00,3470.51,11356.20,574.00,10268.00,2277.86,1135.68,24723.00,70626.00,26.00,58.16,51.83,8.33,0.70,0.01
101,Puncta 30-40 from Soma Center,0.16,78.37,34.55,0.13,0.45,2282,8708.00,1582.00,8000.33,1217.00,7220.00,1217.00,7220.00,495.13,609.64,4746.00,24001.00,14.00,57.48,52.60,8.44,0.61,0.00
102,Puncta 30-40 from Soma Center,2.03,78.36,45.03,0.23,0.61,8060,34064.00,4536.68,14978.80,3799.20,11947.60,589.00,9340.00,1847.23,5647.96,86197.00,284597.00,64.00,57.17,52.93,8.30,0.51,0.10
103,Puncta 30-40 from Soma Center,0.44,79.57,36.80,0.29,0.32,5626,8925.00,2751.00,7909.67,1533.44,7662.01,753.00,7488.00,1822.60,474.42,16506.00,47458.00,24.00,59.06,52.66,8.36,0.59,0.01
104,Puncta 30-40 from Soma Center,0.45,79.26,36.97,0.07,0.41,5730,24651.00,4459.75,14250.00,3743.60,11220.60,3408.00,9302.00,932.64,6076.52,17839.00,57000.00,18.00,59.16,52.13,8.04,0.70,0.02
105,Puncta 30-40 from Soma Center,5.25,79.19,36.61,0.31,0.60,14297,29939.00,4806.89,15007.70,4302.00,13459.60,614.00,9945.00,3072.80,3981.97,298027.00,930480.00,190.00,58.61,52.72,7.58,0.50,0.40
106,Puncta 30-40 from Soma Center,0.47,80.07,37.26,0.18,0.31,7586,16092.00,3026.50,13263.00,1379.31,12130.00,993.00,11285.00,2664.92,1821.05,12106.00,53052.00,16.00,59.40,53.09,7.96,0.64,0.02
107,Puncta 30-40 from Soma Center,4.51,80.16,37.25,0.54,0.32,10326,26944.00,4443.95,14950.70,3883.93,14260.70,1061.00,10378.00,2278.00,3299.21,195534.00,657829.00,146.00,59.29,53.22,8.77,0.46,0.28
108,Puncta 30-40 from Soma Center,0.89,80.53,38.62,0.27,0.65,9298,15157.00,4010.56,12282.90,3411.18,11638.30,1725.00,9980.00,2050.30,1558.30,36095.00,110546.00,36.00,60.28,52.78,8.11,0.60,0.04
109,Puncta 30-40 from Soma Center,2.99,80.92,38.70,0.28,0.64,7976,21193.00,3619.79,12219.80,3343.48,11196.20,610.00,8136.00,2057.47,3075.21,123073.00,415472.00,116.00,60.69,52.93,7.96,0.49,0.17
110,Puncta 30-40 from Soma Center,0.24,81.44,40.06,0.00,1.92,6406,13149.00,4114.33,11059.30,2725.00,9744.00,2725.00,9744.00,1632.60,1494.03,12343.00,33178.00,14.00,60.92,53.40,8.33,0.69,0.01
111,Puncta 30-40 from Soma Center,0.62,83.02,41.10,0.37,0.29,7108,16024.00,4035.40,12034.20,3172.79,10638.20,1603.00,9232.00,1835.14,2297.21,20177.00,60171.00,22.00,62.18,54.37,8.32,0.63,0.02
