,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
9,> 50 microns from soma center,3.75,190.90,54.22,0.29,0.60,6517.00,31427.00,3019.66,12515.30,2786.45,10255.50,729.00,6565.00,1277.98,5272.25,105688.00,438034.00,106.00,136.16,132.79,16.43,0.71,0.41
10,> 50 microns from soma center,0.41,189.79,53.31,0.39,0.44,4874.00,11000.00,3937.67,9188.00,2288.00,7134.00,2288.00,7134.00,1170.04,1587.54,11813.00,27564.00,14.00,132.94,134.40,16.82,0.84,0.02
11,> 50 microns from soma center,2.65,192.57,53.97,0.40,0.48,9182.00,17432.00,4460.30,11089.00,3916.40,10232.80,1299.00,7833.00,2059.82,2661.14,102587.00,255047.00,70.00,136.38,134.88,17.08,0.73,0.25
12,> 50 microns from soma center,0.75,189.23,55.56,0.42,0.44,8913.00,9854.00,6390.71,7624.71,6244.09,6858.88,3403.00,6431.00,1687.89,1159.40,44735.00,53373.00,28.00,133.66,132.79,17.59,0.64,0.03
13,> 50 microns from soma center,1.35,191.46,54.02,0.29,0.64,7432.00,11642.00,3770.67,8267.00,2974.61,8081.41,874.00,6084.00,2083.11,1648.82,45248.00,99204.00,46.00,134.02,135.60,17.56,0.73,0.09
14,> 50 microns from soma center,1.18,192.19,60.41,0.63,0.24,7955.00,12134.00,3764.80,7487.00,2626.00,6726.50,1030.00,5954.00,2076.76,1723.97,37648.00,74870.00,40.00,134.28,136.35,17.70,0.72,0.07
15,> 50 microns from soma center,1.11,193.01,62.57,0.44,0.37,7694.00,10710.00,4704.60,8153.70,5411.97,7679.07,1344.00,7167.00,2135.04,1059.03,47046.00,81537.00,40.00,133.75,138.03,17.64,0.68,0.06
16,> 50 microns from soma center,0.43,197.46,62.81,0.49,0.00,3387.00,10113.00,2217.00,8745.33,733.00,7500.00,733.00,7500.00,1106.01,1070.26,6651.00,26236.00,14.00,138.50,139.63,17.74,0.84,0.02
17,> 50 microns from soma center,0.77,190.26,62.95,0.38,0.50,8859.00,11459.00,5876.67,9849.83,5571.09,9677.00,2670.00,7895.00,1950.01,1123.21,35260.00,59099.00,24.00,133.20,134.69,17.86,0.81,0.05
18,> 50 microns from soma center,2.05,193.06,68.10,0.41,0.46,8547.00,12662.00,2988.11,8273.00,2498.56,7429.77,647.00,6432.00,2030.14,1674.81,56774.00,157187.00,66.00,134.81,137.04,17.78,0.69,0.16
19,> 50 microns from soma center,4.05,195.24,71.85,0.40,0.47,8790.00,13643.00,2954.43,8990.76,2268.81,8430.77,686.00,6271.00,1973.53,1881.98,109314.00,332658.00,126.00,137.35,137.59,17.92,0.61,0.36
20,> 50 microns from soma center,1.91,192.38,56.72,0.27,0.63,6631.00,12881.00,3277.54,8777.77,2424.95,8256.55,1552.00,6304.00,1580.87,1691.06,42608.00,114111.00,50.00,133.66,137.16,18.21,0.63,0.13
21,> 50 microns from soma center,3.84,193.22,68.69,0.28,0.51,7262.00,14564.00,2596.92,8944.86,2176.77,8319.13,586.00,5828.00,1614.62,2172.72,93489.00,322015.00,112.00,133.85,138.16,18.16,0.60,0.33
22,> 50 microns from soma center,0.50,189.75,59.02,0.43,0.42,4028.00,8486.00,2321.40,7312.20,1377.59,6589.35,702.00,6129.00,1403.38,960.46,11607.00,36561.00,20.00,133.20,133.87,18.50,0.71,0.02
23,> 50 microns from soma center,0.79,191.82,59.50,0.29,0.46,5475.00,11224.00,3609.20,8859.80,3043.59,7742.55,2017.00,7659.00,1131.41,1312.47,18046.00,44299.00,22.00,133.50,136.53,18.29,0.71,0.04
24,> 50 microns from soma center,0.57,190.75,59.59,0.30,0.63,774.00,11493.00,694.00,8001.00,630.48,6749.84,607.00,6636.00,75.56,2023.54,2776.00,32004.00,18.00,133.17,135.31,18.44,0.82,0.03
25,> 50 microns from soma center,0.33,193.42,61.86,0.10,0.94,2888.00,8756.00,1797.00,7164.67,1170.00,6087.00,1170.00,6087.00,774.32,1148.56,5391.00,21494.00,14.00,133.93,138.27,18.83,0.71,0.01
26,> 50 microns from soma center,0.80,191.63,61.48,0.50,0.35,2990.00,10078.00,1653.60,8851.80,1173.09,8065.64,743.00,7867.00,801.30,889.53,8268.00,44259.00,20.00,133.35,136.30,19.06,0.86,0.05
27,> 50 microns from soma center,0.74,196.17,62.51,0.42,0.36,8906.00,13390.00,6775.40,10251.80,5987.00,9126.73,5570.00,8168.00,1150.88,1787.98,33877.00,51259.00,22.00,137.06,139.05,19.02,0.80,0.04
28,> 50 microns from soma center,3.10,193.33,62.53,0.40,0.47,7357.00,15482.00,3898.96,10889.00,3733.25,10280.90,1559.00,7509.00,1577.92,2417.78,97474.00,272225.00,86.00,136.38,135.72,18.94,0.63,0.26
29,> 50 microns from soma center,0.42,193.51,63.02,0.22,0.51,6746.00,10050.00,3872.75,9389.50,2119.86,9075.41,2065.00,9056.00,1938.68,401.30,15491.00,37558.00,18.00,136.49,135.79,19.49,0.64,0.01
30,> 50 microns from soma center,1.31,192.13,65.48,0.34,0.50,6740.00,13113.00,3148.00,8713.27,2472.89,7748.44,1080.00,6755.00,1609.37,1869.85,34628.00,95846.00,46.00,134.13,136.19,19.47,0.65,0.07
31,> 50 microns from soma center,2.00,192.27,58.41,0.28,0.55,6213.00,13405.00,2437.41,8503.18,1915.34,7278.29,712.00,6308.00,1541.85,2151.43,41436.00,144554.00,62.00,134.72,135.73,19.95,0.62,0.13
32,> 50 microns from soma center,2.42,192.31,60.29,0.25,0.72,10968.00,14076.00,3717.95,8605.32,2872.25,8077.05,657.00,6621.00,2526.91,1834.73,81795.00,189317.00,74.00,134.26,136.24,19.88,0.64,0.18
33,> 50 microns from soma center,0.23,194.47,63.03,0.39,0.44,3417.00,6772.00,2731.33,6678.00,1989.00,6547.00,1989.00,6547.00,584.35,95.51,8194.00,20034.00,14.00,134.32,139.26,19.59,0.75,0.01
34,> 50 microns from soma center,1.91,195.60,65.26,0.42,0.44,4166.00,10429.00,1523.63,7196.44,1421.84,6773.14,618.00,5654.00,811.79,1094.03,24378.00,115143.00,64.00,135.40,139.77,19.82,0.63,0.12
35,> 50 microns from soma center,0.28,196.43,69.06,0.39,0.47,6263.00,8350.00,4573.00,7605.33,2074.00,6720.00,2074.00,6720.00,1803.29,672.84,13719.00,22816.00,14.00,136.24,140.12,19.72,0.82,0.01
36,> 50 microns from soma center,0.59,197.80,69.20,0.35,0.53,3926.00,8967.00,2725.25,7880.25,2839.32,7560.71,835.00,7021.00,1156.43,711.76,10901.00,31521.00,18.00,137.82,140.78,17.58,0.79,0.03
37,> 50 microns from soma center,0.12,198.47,56.25,0.12,0.93,4469.00,6293.00,3260.67,6098.00,1751.00,5746.00,1751.00,5746.00,1129.89,249.38,9782.00,18294.00,14.00,138.86,140.64,18.09,0.62,0.00
38,> 50 microns from soma center,1.80,218.97,63.13,0.45,0.42,8499.00,13371.00,4407.87,10602.70,3696.67,10651.80,1093.00,7618.00,1753.31,1956.27,66118.00,159040.00,44.00,142.22,165.35,19.45,0.80,0.16
39,> 50 microns from soma center,3.51,218.23,68.73,0.33,0.52,8828.00,15316.00,3468.04,8774.81,3085.91,8147.17,839.00,6936.00,1837.25,2089.86,93637.00,236920.00,98.00,142.64,163.97,19.72,0.54,0.25
40,> 50 microns from soma center,0.87,221.59,74.19,0.59,0.20,5490.00,10377.00,2425.83,9441.67,1452.01,9990.96,1015.00,7706.00,1511.29,1065.65,14555.00,56650.00,26.00,140.91,169.92,19.40,0.72,0.05
41,> 50 microns from soma center,0.61,192.92,58.56,0.28,0.61,4981.00,9498.00,3221.60,8348.20,2370.11,7762.51,1915.00,7196.00,1093.69,828.31,16108.00,41741.00,22.00,135.04,136.29,20.24,0.74,0.03
42,> 50 microns from soma center,0.98,195.43,60.38,0.23,0.42,7997.00,11412.00,4963.14,8730.86,3552.72,7936.34,2102.00,6729.00,2272.87,1569.71,34742.00,61116.00,30.00,137.34,137.56,20.21,0.67,0.05
43,> 50 microns from soma center,0.22,195.18,61.09,0.12,0.93,12002.00,7796.00,5863.33,7051.33,1895.00,6346.00,1895.00,6346.00,4402.32,592.61,17590.00,21154.00,14.00,135.41,139.11,20.24,0.66,0.01
44,> 50 microns from soma center,0.80,195.91,60.78,0.30,0.62,4295.00,10059.00,2897.80,9709.60,2624.00,9681.00,1638.00,9387.00,857.20,213.19,14489.00,48548.00,22.00,136.24,139.35,20.00,0.82,0.05
45,> 50 microns from soma center,1.27,193.38,61.22,0.17,0.75,10594.00,10957.00,6642.18,8572.18,5979.67,7982.49,3070.00,7052.00,2202.13,1310.76,73064.00,94294.00,44.00,134.53,137.44,20.25,0.63,0.07
46,> 50 microns from soma center,3.79,193.78,62.83,0.45,0.42,7097.00,17972.00,3435.36,10631.70,3038.25,9674.94,985.00,7560.00,1813.55,2634.32,96190.00,297687.00,102.00,135.85,136.65,20.57,0.54,0.28
47,> 50 microns from soma center,1.09,196.59,62.80,0.58,0.27,6989.00,12066.00,4978.30,9908.30,4959.80,10435.60,2731.00,6913.00,1132.10,1819.04,49783.00,99083.00,34.00,136.63,139.82,20.70,0.80,0.08
48,> 50 microns from soma center,0.26,196.08,64.08,0.30,0.42,3267.00,7487.00,2341.25,6398.75,2415.13,6044.19,947.00,5967.00,860.46,629.89,9365.00,25595.00,18.00,135.57,140.11,20.87,0.73,0.01
49,> 50 microns from soma center,4.18,196.71,67.63,0.19,0.80,8181.00,27263.00,3378.42,14022.30,3096.28,10497.30,909.00,6727.00,1745.43,6169.87,152029.00,631002.00,124.00,136.91,139.55,21.83,0.75,0.53
50,> 50 microns from soma center,0.32,196.98,68.36,0.39,0.44,6749.00,9203.00,4943.00,8517.00,3021.00,7737.00,3021.00,7737.00,1524.16,602.17,14829.00,25551.00,14.00,137.23,139.53,22.38,0.78,0.01
51,> 50 microns from soma center,0.60,196.49,81.51,0.74,0.17,8475.00,10863.00,5902.00,9542.00,5992.39,8384.31,1334.00,8208.00,2426.60,1100.52,29510.00,47710.00,22.00,136.73,139.30,22.54,0.71,0.03
52,> 50 microns from soma center,0.97,195.76,81.72,0.21,0.65,7324.00,10380.00,3331.75,8804.13,2247.44,8458.44,1548.00,7585.00,1723.62,826.12,26654.00,70433.00,34.00,134.20,141.11,20.04,0.64,0.05
53,> 50 microns from soma center,0.32,220.35,82.03,0.30,0.63,8096.00,10199.00,4483.00,9064.00,3092.87,8234.60,2737.00,8022.00,2134.71,949.07,17932.00,36256.00,18.00,140.79,168.34,19.90,0.82,0.01
54,> 50 microns from soma center,0.25,220.45,81.73,0.39,0.47,4133.00,9460.00,3002.33,8727.33,1231.00,7895.00,1231.00,7895.00,1268.40,642.79,9007.00,26182.00,14.00,140.89,168.31,20.57,0.81,0.01
55,> 50 microns from soma center,0.61,220.53,81.48,0.58,0.27,3636.00,11333.00,1884.80,9230.20,948.97,8637.45,671.00,8047.00,1219.42,1131.93,9424.00,46151.00,22.00,140.63,168.57,21.04,0.62,0.02
56,> 50 microns from soma center,4.63,215.44,82.19,0.43,0.44,10484.00,20270.00,4516.96,11541.70,4034.29,10695.70,1559.00,8196.00,2067.16,2701.79,212297.00,542460.00,144.00,143.76,159.13,20.63,0.61,0.44
57,> 50 microns from soma center,0.24,217.36,83.13,0.39,0.47,8492.00,10230.00,4255.67,9523.33,1076.00,8671.00,1076.00,8671.00,3118.40,644.74,12767.00,28570.00,14.00,141.74,163.50,20.57,0.84,0.01
58,> 50 microns from soma center,0.41,218.12,83.47,0.12,0.00,6404.00,8862.00,4358.20,8430.20,4434.34,8068.00,1778.00,8068.00,1479.86,324.73,21791.00,42151.00,22.00,141.03,165.13,20.57,0.56,0.01
59,> 50 microns from soma center,0.36,221.26,83.66,0.00,1.94,6333.00,12348.00,3597.67,9750.33,2211.00,7856.00,2211.00,7856.00,1934.23,1900.09,10793.00,29251.00,14.00,142.75,167.79,20.65,0.69,0.01
60,> 50 microns from soma center,1.00,221.49,82.44,0.26,0.52,4805.00,13923.00,1962.40,9347.80,1536.48,8606.24,895.00,8180.00,1090.02,1600.85,19624.00,93478.00,42.00,142.77,167.91,21.87,0.54,0.04
61,> 50 microns from soma center,2.38,220.84,82.20,0.41,0.44,4845.00,16598.00,2267.62,10932.80,1690.23,9621.88,682.00,8330.00,1259.00,2584.01,47620.00,229588.00,66.00,142.01,167.86,20.69,0.70,0.20
62,> 50 microns from soma center,0.88,217.38,81.75,0.39,0.23,3731.00,11412.00,2385.71,8476.57,2067.45,7580.38,1429.00,7184.00,792.88,1375.12,16700.00,59336.00,28.00,141.60,163.57,21.20,0.57,0.03
63,> 50 microns from soma center,0.38,217.68,82.16,0.30,0.42,5772.00,10052.00,2901.50,9064.25,2164.69,8602.62,1108.00,8493.00,1739.81,615.57,11606.00,36257.00,18.00,141.84,163.71,21.55,0.59,0.01
64,> 50 microns from soma center,0.81,218.88,82.67,0.37,0.51,4226.00,10579.00,1939.43,9608.43,1133.13,9094.63,738.00,8579.00,1424.79,720.83,13576.00,67259.00,30.00,143.30,164.05,21.50,0.67,0.04
65,> 50 microns from soma center,0.25,218.31,83.51,0.39,0.44,6017.00,8778.00,4247.00,8461.00,1980.00,8298.00,1980.00,8298.00,1685.15,224.18,12741.00,25383.00,14.00,142.63,163.98,20.67,0.72,0.01
66,> 50 microns from soma center,0.39,220.64,70.48,0.35,0.53,2460.00,7478.00,1979.00,6724.00,1997.95,6492.31,1253.00,5967.00,449.85,558.95,7916.00,26896.00,18.00,143.48,166.28,21.10,0.75,0.01
67,> 50 microns from soma center,0.28,216.40,76.69,0.00,1.94,4134.00,8286.00,2798.00,7883.33,1605.00,7522.00,1605.00,7522.00,1037.40,313.26,8394.00,23650.00,14.00,142.19,161.68,21.64,0.66,0.01
68,> 50 microns from soma center,2.07,220.32,83.53,0.37,0.50,5800.00,11898.00,2660.81,8388.88,2240.39,7790.20,1029.00,6984.00,1299.07,1355.14,42573.00,134222.00,64.00,143.51,165.77,21.63,0.57,0.12
69,> 50 microns from soma center,0.63,220.05,84.15,0.58,0.27,3017.00,9862.00,1896.20,8383.00,1357.61,7950.64,1276.00,7881.00,622.46,749.30,9481.00,41915.00,22.00,141.78,166.86,21.83,0.69,0.03
70,> 50 microns from soma center,1.36,220.81,73.77,0.50,0.28,7868.00,17483.00,4049.40,9992.70,4169.68,8695.73,1598.00,7164.00,1742.41,2804.04,40494.00,99927.00,36.00,142.00,167.73,21.46,0.74,0.10
71,> 50 microns from soma center,2.97,221.01,77.35,0.16,0.77,10924.00,10434.00,4117.00,8110.88,3693.93,7918.91,1623.00,6508.00,1833.64,1156.37,107042.00,210883.00,94.00,142.04,167.91,21.84,0.59,0.22
72,> 50 microns from soma center,1.35,219.85,75.98,0.69,0.20,6125.00,10972.00,2676.08,8623.08,2297.31,8328.14,741.00,6845.00,1403.91,1334.77,32113.00,103477.00,44.00,142.21,166.20,22.13,0.73,0.09
73,> 50 microns from soma center,0.43,217.50,76.00,0.30,0.42,5473.00,9865.00,4812.50,8558.00,4773.55,7690.35,4194.00,7214.00,452.83,1123.81,19250.00,34232.00,18.00,143.62,161.81,22.37,0.63,0.01
74,> 50 microns from soma center,6.14,216.79,106.11,0.35,0.41,8397.00,26274.00,3255.78,10679.90,2613.13,9202.89,604.00,7022.00,1892.51,3553.73,188835.00,619433.00,170.00,143.15,160.38,28.01,0.58,0.62
75,> 50 microns from soma center,6.16,214.07,107.30,0.23,0.74,9472.00,47251.00,4370.72,16263.10,3760.08,13440.30,716.00,6423.00,2065.08,8460.65,310321.00,1154680.00,176.00,151.67,148.41,28.21,0.70,0.84
76,> 50 microns from soma center,0.47,218.97,106.92,0.39,0.44,5560.00,11529.00,3441.00,10758.30,1481.00,10267.00,1481.00,10267.00,1669.04,551.78,10323.00,32275.00,14.00,157.50,149.52,28.06,0.79,0.02
77,> 50 microns from soma center,3.25,215.10,106.74,0.40,0.44,7698.00,14191.00,2210.67,9942.96,1748.30,9491.96,679.00,6430.00,1607.01,2213.52,59688.00,268460.00,94.00,142.22,158.92,28.05,0.64,0.28
78,> 50 microns from soma center,2.37,211.04,108.24,0.23,0.61,6333.00,15251.00,3142.21,10017.20,2609.60,9339.77,726.00,7905.00,1605.41,2055.54,59702.00,190327.00,76.00,148.61,147.12,28.46,0.59,0.16
79,> 50 microns from soma center,0.64,213.12,107.97,0.40,0.34,4826.00,11685.00,3843.00,9856.00,3383.19,9414.19,2774.00,8382.00,807.58,1194.83,15372.00,39424.00,18.00,152.45,146.16,28.59,0.78,0.03
80,> 50 microns from soma center,2.48,213.56,110.17,0.41,0.45,7636.00,12992.00,3352.06,9654.71,2288.38,9212.00,958.00,7616.00,2150.59,1599.25,56985.00,164130.00,60.00,152.04,147.21,28.66,0.65,0.19
81,> 50 microns from soma center,2.74,217.51,108.11,0.50,0.36,10281.00,13528.00,2853.83,10102.50,2467.19,9455.81,664.00,7248.00,2038.57,1941.83,68492.00,242459.00,82.00,143.19,161.14,28.95,0.66,0.23
82,> 50 microns from soma center,0.28,217.18,108.20,0.39,0.44,4751.00,10859.00,3383.33,8754.33,2260.00,7677.00,2260.00,7677.00,1031.52,1488.37,10150.00,26263.00,14.00,142.44,161.40,28.75,0.80,0.01
83,> 50 microns from soma center,0.58,218.99,108.05,0.69,0.20,5323.00,10496.00,3003.00,8976.50,2384.92,8721.98,1636.00,7566.00,1390.98,1046.38,12012.00,35906.00,18.00,142.99,163.34,28.86,0.83,0.03
84,> 50 microns from soma center,1.98,219.62,109.32,0.21,0.61,8267.00,16794.00,4015.14,11022.10,2921.26,10419.40,1249.00,8205.00,2341.06,2440.56,56212.00,154309.00,50.00,144.02,163.25,28.96,0.70,0.15
85,> 50 microns from soma center,7.25,212.31,109.96,0.22,0.63,9391.00,41107.00,3470.46,15446.50,3034.25,11870.00,735.00,7989.00,1597.03,7303.82,291519.00,1297510.00,200.00,154.40,142.79,29.07,0.66,0.98
86,> 50 microns from soma center,0.27,211.96,84.22,0.39,0.47,9080.00,8875.00,5469.33,7803.00,3451.00,7222.00,3451.00,7222.00,2559.04,758.91,16408.00,23409.00,14.00,153.39,143.40,28.91,0.80,0.01
87,> 50 microns from soma center,0.50,212.05,84.17,0.30,0.42,2467.00,10730.00,1522.00,8443.75,1159.50,7745.21,696.00,7349.00,664.34,1337.18,6088.00,33775.00,18.00,153.44,143.35,29.51,0.68,0.02
88,> 50 microns from soma center,0.36,213.52,84.50,0.30,0.42,4338.00,9046.00,3360.50,8057.00,3747.38,7778.97,1314.00,6926.00,1199.29,792.30,13442.00,32228.00,18.00,150.33,148.80,29.14,0.63,0.01
89,> 50 microns from soma center,0.36,217.70,84.75,0.39,0.47,5568.00,10719.00,3249.67,8558.67,1762.00,6581.00,1762.00,6581.00,1661.11,1694.26,9749.00,25676.00,14.00,156.20,148.78,29.28,0.80,0.01
90,> 50 microns from soma center,0.52,219.70,85.20,0.43,0.39,3503.00,8866.00,2440.60,7988.20,1572.86,7751.30,982.00,7013.00,987.15,623.75,12203.00,39941.00,22.00,157.59,150.30,29.07,0.84,0.03
91,> 50 microns from soma center,4.57,221.51,110.47,0.38,0.49,6601.00,15295.00,2781.54,10061.60,2711.41,9586.74,674.00,7396.00,1451.44,1731.02,102917.00,372280.00,134.00,143.71,166.04,29.02,0.54,0.36
92,> 50 microns from soma center,0.15,222.04,111.41,0.39,0.44,2147.00,8097.00,1375.67,7461.33,697.00,7089.00,697.00,7089.00,595.58,451.68,4127.00,22384.00,14.00,144.01,166.39,29.66,0.69,0.00
93,40-50 microns from soma center,6.27,222.26,109.37,0.83,0.10,7941.00,18682.00,2869.63,10675.30,2486.27,9773.30,743.00,6551.00,1604.41,2901.51,154960.00,576467.00,174.00,143.97,166.60,30.25,0.55,0.60
94,20-30 microns from soma center,0.46,212.28,89.26,0.35,0.53,6814.00,13311.00,3273.75,9069.00,1013.13,7602.73,826.00,7322.00,2493.89,2461.68,13095.00,36276.00,18.00,150.62,146.63,29.56,0.75,0.02
95,20-30 microns from soma center,1.91,219.29,89.21,0.46,0.40,7886.00,15852.00,4477.50,10940.10,4364.84,10022.80,1354.00,8643.00,1711.22,2117.87,80595.00,196922.00,58.00,157.75,149.47,29.43,0.73,0.16
96,20-30 microns from soma center,3.42,219.43,88.66,0.48,0.36,10297.00,16034.00,5177.83,11365.80,5092.28,11324.10,1645.00,8682.00,2332.05,2032.04,124268.00,272779.00,88.00,143.55,163.35,29.26,0.54,0.24
97,20-30 microns from soma center,0.19,216.54,90.38,0.39,0.44,7367.00,7881.00,4489.00,7639.00,2172.00,7340.00,2172.00,7340.00,2157.63,224.51,13467.00,22917.00,14.00,155.05,148.28,29.40,0.76,0.01
98,20-30 microns from soma center,0.34,220.69,89.98,0.39,0.44,6973.00,10495.00,4280.33,8971.33,1807.00,7786.00,1807.00,7786.00,2114.71,1131.53,12841.00,26914.00,14.00,143.72,164.85,29.52,0.74,0.01
99,20-30 microns from soma center,1.82,211.18,89.59,0.28,0.36,7419.00,16269.00,3922.58,11949.20,4511.34,12692.40,590.00,8639.00,1896.18,2272.11,47071.00,143390.00,50.00,154.09,141.25,30.00,0.69,0.13
100,20-30 microns from soma center,2.74,221.49,89.18,0.54,0.18,6027.00,13100.00,3345.73,10341.10,3196.50,10047.50,699.00,7784.00,1598.53,1400.60,73606.00,227504.00,74.00,143.69,165.90,29.79,0.58,0.19
101,20-30 microns from soma center,0.26,213.42,89.95,0.49,0.00,3273.00,10003.00,2639.67,9469.00,1641.00,8882.00,1641.00,8882.00,714.59,459.18,7919.00,28407.00,14.00,152.09,146.69,30.00,0.79,0.01
102,20-30 microns from soma center,0.36,215.60,89.65,0.39,0.47,3677.00,10595.00,2615.33,9544.67,862.00,8359.00,862.00,8359.00,1248.96,917.84,7846.00,28634.00,14.00,154.41,147.41,30.19,0.73,0.01
103,20-30 microns from soma center,1.63,218.75,87.90,0.40,0.40,7703.00,10248.00,4576.20,8071.87,4278.00,7453.70,853.00,6443.00,1901.24,1292.82,68643.00,121078.00,60.00,157.59,148.64,30.38,0.60,0.09
104,20-30 microns from soma center,1.65,222.76,88.71,0.20,0.54,3979.00,16044.00,1876.67,10766.00,1148.50,10158.20,715.00,6743.00,1083.82,2437.71,22520.00,129192.00,48.00,143.84,167.41,30.11,0.70,0.12
105,20-30 microns from soma center,5.25,217.28,88.30,0.44,0.33,5747.00,24602.00,1810.52,10712.10,1567.38,9560.23,578.00,7713.00,1035.67,3253.34,90526.00,535604.00,166.00,155.84,148.23,30.82,0.51,0.42
106,20-30 microns from soma center,2.84,217.67,87.89,0.43,0.44,8063.00,13826.00,3306.38,9688.79,2686.48,9115.25,1316.00,6974.00,1649.15,1953.51,79353.00,232531.00,84.00,157.31,147.12,31.42,0.64,0.23
107,20-30 microns from soma center,1.46,187.18,88.70,0.28,0.37,6476.00,18907.00,3765.23,11678.80,3335.03,10791.50,853.00,8622.00,1529.55,2620.43,48948.00,151824.00,46.00,129.21,135.43,0.37,0.69,0.10
108,20-30 microns from soma center,7.49,187.84,89.10,0.20,0.71,9193.00,45120.00,3373.16,15160.00,2983.07,12496.70,956.00,7669.00,1616.48,7402.29,279972.00,1258280.00,218.00,130.41,135.19,0.47,0.63,0.96
109,20-30 microns from soma center,0.47,187.70,89.58,0.30,0.63,3458.00,11235.00,2475.00,9841.25,2590.81,9409.34,683.00,9167.00,1080.65,816.22,9900.00,39365.00,18.00,129.72,135.66,0.76,0.79,0.02
110,20-30 microns from soma center,9.23,186.88,90.44,0.21,0.74,11391.00,55871.00,3951.87,19956.20,3672.00,15507.40,767.00,8688.00,2158.50,10705.20,466321.00,2354830.00,234.00,129.89,134.36,0.99,0.67,1.45
111,20-30 microns from soma center,0.24,187.74,90.51,0.39,0.44,7458.00,11761.00,5586.67,10722.70,3917.00,9853.00,3917.00,9853.00,1452.62,788.01,16760.00,32168.00,14.00,130.70,134.77,0.73,0.77,0.01
112,20-30 microns from soma center,0.60,187.85,90.15,0.78,0.13,4883.00,11388.00,2036.20,10014.60,1177.27,9266.89,897.00,8231.00,1450.70,1137.32,10181.00,50073.00,22.00,130.62,135.00,1.27,0.72,0.03
113,20-30 microns from soma center,4.93,187.42,89.63,0.28,0.41,6643.00,20078.00,2758.10,11786.90,2461.38,11376.10,595.00,8770.00,1507.65,2469.98,113082.00,483261.00,132.00,129.73,135.25,1.53,0.56,0.43
114,40-50 microns from soma center,0.45,187.56,110.92,0.39,0.47,4993.00,9547.00,3109.33,8760.67,2011.00,8320.00,2011.00,8320.00,1338.07,557.37,9328.00,26282.00,14.00,130.41,134.78,2.22,0.82,0.02
