,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
26,> 50 microns from soma center,0.04,101.34,7.20,0.00,0.00,3353.00,8615.00,3353.00,8615.00,3353.00,8615.00,3353.00,8615.00,0.00,1.00,3353.00,8615.00,6.00,60.16,81.51,2.65,0.66,0.00
27,> 50 microns from soma center,0.00,101.25,1.65,0.00,0.00,2272.00,8424.00,2272.00,8424.00,2272.00,8424.00,2272.00,8424.00,0.00,0.00,2272.00,8424.00,6.00,60.16,81.38,3.06,0.52,0.00
28,> 50 microns from soma center,0.03,101.54,1.62,0.00,0.00,3821.00,9104.00,3821.00,9104.00,3821.00,9104.00,3821.00,9104.00,0.00,0.00,3821.00,9104.00,6.00,60.31,81.64,3.06,0.66,0.00
29,> 50 microns from soma center,0.32,101.46,1.76,0.22,0.45,7434.00,8872.00,4831.00,8785.00,3745.33,8745.86,2464.00,8734.00,1887.42,54.09,19324.00,35140.00,18.00,59.61,82.04,3.07,0.59,0.01
30,> 50 microns from soma center,0.07,102.30,2.12,0.00,0.00,2304.00,9832.00,2304.00,9832.00,2304.00,9832.00,2304.00,9832.00,0.00,0.00,2304.00,9832.00,6.00,60.55,82.40,3.04,0.62,0.00
31,> 50 microns from soma center,0.02,104.31,2.30,0.00,0.00,4139.00,8222.00,4139.00,8222.00,4139.00,8222.00,4139.00,8222.00,1.00,2.00,4139.00,8222.00,6.00,67.41,79.53,3.47,0.35,0.00
32,> 50 microns from soma center,0.41,104.35,2.47,0.20,0.48,4460.00,13913.00,3005.50,9923.50,2384.97,8687.79,1573.00,8172.00,1105.02,2318.90,12022.00,39694.00,18.00,67.19,79.77,3.50,0.65,0.01
33,> 50 microns from soma center,0.06,104.08,2.51,0.00,0.00,5961.00,9724.00,5961.00,9724.00,5961.00,9724.00,5961.00,9724.00,1.00,0.00,5961.00,9724.00,6.00,67.02,79.54,3.89,0.69,0.00
34,> 50 microns from soma center,0.13,104.47,1.97,0.00,0.00,2687.00,11171.00,2687.00,11171.00,2687.00,11171.00,2687.00,11171.00,0.00,1.00,2687.00,11171.00,6.00,67.15,79.93,3.87,0.71,0.00
35,> 50 microns from soma center,0.07,103.98,2.13,0.00,0.00,1466.00,9590.00,1466.00,9590.00,1466.00,9590.00,1466.00,9590.00,0.00,2.00,1466.00,9590.00,6.00,65.17,80.94,3.59,0.76,0.00
36,> 50 microns from soma center,0.55,103.45,2.25,0.43,0.39,8328.00,10993.00,4508.67,9457.50,4166.92,8653.76,1586.00,7922.00,2131.34,1238.32,27052.00,56745.00,26.00,64.63,80.72,3.06,0.55,0.02
37,> 50 microns from soma center,0.02,103.89,3.60,0.00,0.00,4417.00,7435.00,4417.00,7435.00,4417.00,7435.00,4417.00,7435.00,1.00,1.00,4417.00,7435.00,6.00,65.30,80.74,3.08,0.54,0.00
38,> 50 microns from soma center,0.04,103.44,3.46,0.00,0.00,5926.00,8549.00,5926.00,8549.00,5926.00,8549.00,5926.00,8549.00,0.00,1.00,5926.00,8549.00,6.00,64.39,80.87,3.49,0.72,0.00
39,> 50 microns from soma center,0.02,103.91,3.53,0.00,0.00,3645.00,7544.00,3645.00,7544.00,3645.00,7544.00,3645.00,7544.00,0.00,0.00,3645.00,7544.00,6.00,65.04,80.98,3.08,0.73,0.00
40,> 50 microns from soma center,0.65,104.18,3.44,0.47,0.29,4492.00,10596.00,3136.75,8662.63,3618.46,8313.85,826.00,7438.00,1344.79,952.07,25094.00,69301.00,32.00,65.30,81.12,3.08,0.66,0.03
41,> 50 microns from soma center,0.12,103.18,3.85,0.22,0.80,4947.00,7939.00,4089.00,7834.50,3231.00,7730.00,3231.00,7730.00,858.00,104.49,8178.00,15669.00,10.00,64.37,80.56,3.78,0.50,0.00
42,> 50 microns from soma center,0.04,103.37,3.72,0.00,0.00,1307.00,8486.00,1307.00,8486.00,1307.00,8486.00,1307.00,8486.00,0.00,2.00,1307.00,8486.00,6.00,64.64,80.59,3.49,0.65,0.00
43,> 50 microns from soma center,0.57,103.71,3.97,0.26,0.53,3840.00,9238.00,3037.43,8325.29,3146.72,8079.44,1800.00,7234.00,572.92,627.11,21262.00,58277.00,28.00,65.17,80.60,3.46,0.64,0.02
44,> 50 microns from soma center,0.07,103.40,4.26,0.00,0.00,3664.00,8229.00,3664.00,8229.00,3664.00,8229.00,3664.00,8229.00,0.00,1.00,3664.00,8229.00,6.00,64.51,80.74,3.46,0.57,0.00
45,> 50 microns from soma center,1.36,103.57,7.23,0.22,0.74,6318.00,12601.00,3103.36,9306.93,2617.40,8572.09,1084.00,7444.00,1301.59,1450.38,43447.00,130297.00,54.00,64.62,80.86,3.48,0.63,0.07
46,> 50 microns from soma center,0.05,103.49,6.73,0.00,0.00,4637.00,8573.00,4637.00,8573.00,4637.00,8573.00,4637.00,8573.00,1.00,1.00,4637.00,8573.00,6.00,64.66,80.71,3.90,0.75,0.00
47,> 50 microns from soma center,0.09,103.74,6.83,0.00,0.00,2856.00,9921.00,2856.00,9921.00,2856.00,9921.00,2856.00,9921.00,0.00,1.00,2856.00,9921.00,6.00,64.91,80.81,4.26,0.69,0.00
48,> 50 microns from soma center,0.01,104.29,7.80,0.00,0.00,2804.00,7508.00,2804.00,7508.00,2804.00,7508.00,2804.00,7508.00,0.00,0.00,2804.00,7508.00,6.00,65.44,81.10,4.29,0.77,0.00
49,> 50 microns from soma center,0.17,104.24,7.12,0.13,0.45,5122.00,9049.00,3646.00,8558.33,1352.00,7934.00,1352.00,7934.00,1644.20,464.91,10938.00,25675.00,14.00,65.17,81.25,4.29,0.66,0.00
50,> 50 microns from soma center,0.05,103.03,7.67,0.00,0.00,3593.00,8076.00,3593.00,8076.00,3593.00,8076.00,3593.00,8076.00,0.00,0.00,3593.00,8076.00,6.00,63.44,81.11,3.30,0.51,0.00
51,> 50 microns from soma center,0.06,102.77,7.26,0.00,0.00,5544.00,8897.00,5544.00,8897.00,5544.00,8897.00,5544.00,8897.00,0.00,1.00,5544.00,8897.00,6.00,63.20,80.98,3.06,0.66,0.00
52,> 50 microns from soma center,0.01,102.82,7.56,0.00,0.00,742.00,7664.00,742.00,7664.00,742.00,7664.00,742.00,7664.00,0.00,0.00,742.00,7664.00,6.00,62.82,81.33,3.38,0.62,0.00
53,> 50 microns from soma center,1.43,103.04,8.67,0.16,0.45,7491.00,12845.00,3998.36,9600.18,3620.69,8731.08,2537.00,7657.00,1326.15,1472.16,43982.00,105602.00,46.00,63.18,81.32,3.36,0.47,0.05
54,> 50 microns from soma center,1.54,103.08,11.59,0.24,0.61,6732.00,12463.00,3766.50,9068.64,3398.83,8960.59,1529.00,7126.00,1183.95,1401.44,52731.00,126961.00,56.00,63.68,80.98,3.47,0.50,0.06
55,> 50 microns from soma center,0.02,102.82,4.17,0.00,0.00,3686.00,7542.00,3686.00,7542.00,3686.00,7542.00,3686.00,7542.00,0.00,0.00,3686.00,7542.00,6.00,63.07,81.13,3.48,0.46,0.00
56,> 50 microns from soma center,0.00,102.92,4.41,0.00,0.00,1505.00,7168.00,1505.00,7168.00,1505.00,7168.00,1505.00,7168.00,0.00,0.00,1505.00,7168.00,6.00,63.20,81.13,4.01,0.63,0.00
57,> 50 microns from soma center,0.07,103.07,4.49,0.00,0.00,2209.00,8958.00,2209.00,8958.00,2209.00,8958.00,2209.00,8958.00,0.00,2.00,2209.00,8958.00,6.00,63.31,81.24,3.87,0.69,0.00
58,> 50 microns from soma center,0.20,103.27,5.03,0.04,0.98,6397.00,8651.00,4066.00,7963.50,1735.00,7276.00,1735.00,7276.00,2331.00,687.50,8132.00,15927.00,10.00,63.59,81.26,4.29,0.53,0.00
59,> 50 microns from soma center,0.18,103.64,4.36,0.22,0.80,3105.00,9837.00,2947.00,9079.00,2789.00,8321.00,2789.00,8321.00,158.00,758.00,5894.00,18158.00,10.00,64.15,81.33,3.37,0.64,0.00
60,> 50 microns from soma center,1.31,103.88,4.71,0.40,0.28,7856.00,12349.00,3249.00,9187.71,2684.33,8620.42,1203.00,7670.00,1671.77,1310.68,45486.00,128628.00,50.00,64.65,81.22,3.73,0.58,0.06
61,> 50 microns from soma center,0.14,103.63,5.11,0.00,0.00,5236.00,9486.00,5236.00,9486.00,5236.00,9486.00,5236.00,9486.00,0.00,2.00,5236.00,9486.00,6.00,64.56,80.98,3.72,0.61,0.00
62,> 50 microns from soma center,0.01,104.01,4.35,0.00,0.00,3755.00,7817.00,3755.00,7817.00,3755.00,7817.00,3755.00,7817.00,0.00,1.00,3755.00,7817.00,6.00,64.52,81.51,3.48,0.73,0.00
63,> 50 microns from soma center,0.55,103.85,4.35,0.07,0.37,5165.00,9964.00,3483.60,9176.80,2303.18,9040.66,1556.00,8439.00,1423.03,487.35,17418.00,45884.00,20.00,64.90,80.98,4.03,0.64,0.02
64,> 50 microns from soma center,0.13,104.07,4.59,0.00,0.00,4579.00,10510.00,4579.00,10510.00,4579.00,10510.00,4579.00,10510.00,1.00,2.00,4579.00,10510.00,6.00,64.92,81.25,3.89,0.68,0.00
65,> 50 microns from soma center,0.13,104.27,4.88,0.22,0.80,6262.00,9921.00,5108.50,9354.50,3955.00,8788.00,3955.00,8788.00,1153.50,566.50,10217.00,18709.00,10.00,64.90,81.50,4.29,0.69,0.00
66,> 50 microns from soma center,0.03,103.47,5.19,0.00,0.00,772.00,8110.00,772.00,8110.00,772.00,8110.00,772.00,8110.00,0.00,0.00,772.00,8110.00,6.00,63.64,81.52,3.42,0.75,0.00
67,> 50 microns from soma center,0.05,103.25,4.48,0.00,0.00,6644.00,8715.00,6644.00,8715.00,6644.00,8715.00,6644.00,8715.00,0.00,1.00,6644.00,8715.00,6.00,63.45,81.38,3.47,0.67,0.00
68,> 50 microns from soma center,0.00,103.46,4.67,0.00,0.00,1455.00,7600.00,1455.00,7600.00,1455.00,7600.00,1455.00,7600.00,0.00,0.00,1455.00,7600.00,6.00,63.45,81.65,3.46,0.66,0.00
69,> 50 microns from soma center,0.05,102.07,4.77,0.00,0.00,4961.00,8765.00,4961.00,8765.00,4961.00,8765.00,4961.00,8765.00,1.00,1.00,4961.00,8765.00,6.00,61.34,81.51,3.47,0.66,0.00
70,> 50 microns from soma center,0.01,102.08,5.05,0.00,0.00,4735.00,7843.00,4735.00,7843.00,4735.00,7843.00,4735.00,7843.00,1.00,1.00,4735.00,7843.00,6.00,61.18,81.64,3.47,0.43,0.00
71,> 50 microns from soma center,0.00,101.99,4.67,0.00,0.00,8551.00,7396.00,8551.00,7396.00,8551.00,7396.00,8551.00,7396.00,1.00,0.00,8551.00,7396.00,6.00,61.35,81.38,3.88,0.58,0.00
72,> 50 microns from soma center,0.07,102.20,7.80,0.00,0.00,3697.00,8027.00,3697.00,8027.00,3697.00,8027.00,3697.00,8027.00,0.00,1.00,3697.00,8027.00,6.00,61.35,81.64,3.88,0.63,0.00
73,> 50 microns from soma center,0.00,102.58,7.97,0.00,0.00,1813.00,6460.00,1813.00,6460.00,1813.00,6460.00,1813.00,6460.00,0.00,0.00,1813.00,6460.00,6.00,61.88,81.78,2.66,0.49,0.00
74,> 50 microns from soma center,0.00,103.07,8.09,0.00,0.00,5869.00,7277.00,5869.00,7277.00,5869.00,7277.00,5869.00,7277.00,1.00,1.00,5869.00,7277.00,6.00,62.16,82.14,3.36,0.71,0.00
75,> 50 microns from soma center,0.01,103.29,8.20,0.00,0.00,2453.00,7094.00,2453.00,7094.00,2453.00,7094.00,2453.00,7094.00,0.00,0.00,2453.00,7094.00,6.00,62.01,82.57,2.65,0.66,0.00
76,> 50 microns from soma center,0.16,102.51,7.93,0.22,0.80,2316.00,8748.00,2162.00,8697.00,2008.00,8646.00,2008.00,8646.00,154.00,51.01,4324.00,17394.00,10.00,61.22,82.19,2.25,0.72,0.00
77,> 50 microns from soma center,0.00,102.58,7.96,0.00,0.00,3479.00,7037.00,3479.00,7037.00,3479.00,7037.00,3479.00,7037.00,0.00,1.00,3479.00,7037.00,6.00,61.10,82.34,3.30,0.60,0.00
78,> 50 microns from soma center,0.46,102.86,8.21,0.37,0.38,3538.00,9610.00,2462.29,8618.00,2167.87,8193.76,1332.00,7824.00,783.38,642.55,17236.00,60326.00,28.00,61.57,82.34,3.12,0.62,0.01
79,> 50 microns from soma center,0.06,102.54,10.02,0.00,0.00,2879.00,8651.00,2879.00,8651.00,2879.00,8651.00,2879.00,8651.00,0.00,1.00,2879.00,8651.00,6.00,61.61,81.89,3.49,0.56,0.00
80,> 50 microns from soma center,1.67,102.58,11.17,0.21,0.31,6307.00,12791.00,3501.40,9370.93,3204.66,8334.01,2127.00,7581.00,1048.78,1777.91,52521.00,140564.00,58.00,61.48,82.04,3.47,0.51,0.07
81,> 50 microns from soma center,0.01,103.23,10.92,0.00,0.00,4535.00,7734.00,4535.00,7734.00,4535.00,7734.00,4535.00,7734.00,1.00,0.00,4535.00,7734.00,6.00,61.87,82.55,3.47,0.62,0.00
82,> 50 microns from soma center,0.01,103.17,11.12,0.00,0.00,4176.00,8287.00,4176.00,8287.00,4176.00,8287.00,4176.00,8287.00,0.00,1.00,4176.00,8287.00,6.00,61.75,82.57,3.88,0.71,0.00
83,> 50 microns from soma center,0.57,103.93,11.04,0.16,0.55,6616.00,10489.00,2826.20,9380.00,1546.61,8553.39,1117.00,8407.00,1962.98,785.70,14131.00,46900.00,22.00,65.57,80.58,3.07,0.63,0.02
84,> 50 microns from soma center,0.05,104.06,12.26,0.00,0.00,1421.00,7879.00,1421.00,7879.00,1421.00,7879.00,1421.00,7879.00,0.00,1.00,1421.00,7879.00,6.00,65.82,80.49,4.01,0.69,0.00
85,> 50 microns from soma center,0.09,104.13,12.14,0.00,0.00,2296.00,8606.00,2296.00,8606.00,2296.00,8606.00,2296.00,8606.00,0.00,2.00,2296.00,8606.00,6.00,65.56,80.83,3.46,0.69,0.00
86,> 50 microns from soma center,0.05,104.40,12.15,0.00,0.00,3402.00,7982.00,3402.00,7982.00,3402.00,7982.00,3402.00,7982.00,0.00,0.00,3402.00,7982.00,6.00,66.08,80.71,4.24,0.49,0.00
87,> 50 microns from soma center,0.11,104.42,1.66,0.00,0.00,3250.00,9627.00,3250.00,9627.00,3250.00,9627.00,3250.00,9627.00,0.00,1.00,3250.00,9627.00,6.00,65.96,80.84,4.29,0.59,0.00
88,> 50 microns from soma center,0.36,104.21,1.95,0.20,0.48,4908.00,9744.00,2561.50,8949.50,1907.84,8443.29,688.00,8321.00,1538.46,590.98,10246.00,35798.00,18.00,65.43,81.00,4.26,0.69,0.01
89,> 50 microns from soma center,0.09,104.23,1.83,0.00,0.00,3770.00,10221.00,3770.00,10221.00,3770.00,10221.00,3770.00,10221.00,0.00,1.00,3770.00,10221.00,6.00,66.10,80.46,4.69,0.68,0.00
90,> 50 microns from soma center,0.00,102.38,5.86,0.00,0.00,3477.00,6742.00,3477.00,6742.00,3477.00,6742.00,3477.00,6742.00,0.00,0.00,3477.00,6742.00,6.00,61.85,81.50,3.73,0.57,0.00
91,> 50 microns from soma center,3.12,102.34,5.51,0.29,0.56,7497.00,15271.00,3131.41,10038.70,3019.41,9895.61,674.00,6931.00,1458.15,2126.28,106468.00,341316.00,112.00,61.61,81.64,3.47,0.54,0.21
92,> 50 microns from soma center,0.02,102.58,6.23,0.00,0.00,1946.00,7989.00,1946.00,7989.00,1946.00,7989.00,1946.00,7989.00,0.00,1.00,1946.00,7989.00,6.00,62.00,81.65,3.48,0.71,0.00
93,> 50 microns from soma center,0.01,103.44,5.71,0.00,0.00,3344.00,8314.00,3344.00,8314.00,3344.00,8314.00,3344.00,8314.00,0.00,2.00,3344.00,8314.00,6.00,63.02,81.94,3.70,0.67,0.00
94,> 50 microns from soma center,0.03,103.44,6.20,0.00,0.00,2516.00,7665.00,2516.00,7665.00,2516.00,7665.00,2516.00,7665.00,0.00,1.00,2516.00,7665.00,6.00,63.24,81.77,3.78,0.51,0.00
95,> 50 microns from soma center,0.35,104.48,6.09,0.13,0.45,2644.00,9959.00,2281.33,9325.33,1603.00,8662.00,1603.00,8662.00,480.04,529.92,6844.00,27976.00,14.00,66.74,80.33,3.11,0.65,0.01
96,> 50 microns from soma center,1.04,104.65,7.71,0.25,0.59,3152.00,19114.00,2060.10,10457.90,1842.78,8519.83,1192.00,8222.00,589.46,3268.65,20601.00,104579.00,40.00,66.68,80.59,3.49,0.61,0.05
97,> 50 microns from soma center,0.02,104.87,9.52,0.00,0.00,3880.00,7912.00,3880.00,7912.00,3880.00,7912.00,3880.00,7912.00,0.00,0.00,3880.00,7912.00,6.00,67.01,80.59,3.48,0.70,0.00
98,> 50 microns from soma center,0.15,104.99,9.55,0.13,0.45,3647.00,8205.00,3342.00,7871.67,2848.00,7424.00,2848.00,7424.00,352.51,328.94,10026.00,23615.00,14.00,66.88,80.85,3.69,0.55,0.00
99,> 50 microns from soma center,0.52,104.23,9.58,0.08,0.67,8685.00,10004.00,4794.50,8313.17,4257.42,7758.33,2388.00,7158.00,2115.33,1135.27,28767.00,49879.00,26.00,66.56,80.10,4.29,0.48,0.01
100,> 50 microns from soma center,0.19,104.46,9.28,0.22,0.80,2151.00,11295.00,1526.50,9172.50,902.00,7050.00,902.00,7050.00,624.50,2122.50,3053.00,18345.00,10.00,66.83,80.19,3.88,0.68,0.00
101,> 50 microns from soma center,0.07,104.73,9.49,0.00,0.00,2858.00,9616.00,2858.00,9616.00,2858.00,9616.00,2858.00,9616.00,0.00,0.00,2858.00,9616.00,6.00,66.77,80.58,4.20,0.71,0.00
102,> 50 microns from soma center,0.10,105.08,9.59,0.00,0.00,4448.00,8452.00,4448.00,8452.00,4448.00,8452.00,4448.00,8452.00,0.00,0.00,4448.00,8452.00,6.00,67.24,80.65,3.88,0.53,0.00
103,> 50 microns from soma center,0.03,105.04,9.56,0.00,0.00,1215.00,7711.00,1215.00,7711.00,1215.00,7711.00,1215.00,7711.00,0.00,1.00,1215.00,7711.00,6.00,67.08,80.71,4.23,0.47,0.00
104,> 50 microns from soma center,0.02,104.36,12.56,0.00,0.00,8035.00,7982.00,8035.00,7982.00,8035.00,7982.00,8035.00,7982.00,1.00,0.00,8035.00,7982.00,6.00,67.01,79.89,4.29,0.72,0.00
105,> 50 microns from soma center,0.06,104.89,12.67,0.00,0.00,2849.00,8473.00,2849.00,8473.00,2849.00,8473.00,2849.00,8473.00,0.00,1.00,2849.00,8473.00,6.00,67.14,80.47,4.28,0.66,0.00
106,> 50 microns from soma center,0.68,104.83,16.37,0.03,0.55,4071.00,10559.00,2802.13,8287.75,2708.32,8097.63,780.00,7153.00,1010.30,939.21,22417.00,66302.00,34.00,66.62,80.83,4.23,0.51,0.02
107,> 50 microns from soma center,0.01,104.73,16.66,0.00,0.00,4797.00,8136.00,4797.00,8136.00,4797.00,8136.00,4797.00,8136.00,1.00,0.00,4797.00,8136.00,6.00,67.05,80.32,4.69,0.72,0.00
108,> 50 microns from soma center,0.02,104.32,7.03,0.00,0.00,2485.00,7943.00,2485.00,7943.00,2485.00,7943.00,2485.00,7943.00,0.00,1.00,2485.00,7943.00,6.00,66.23,80.46,4.66,0.60,0.00
109,> 50 microns from soma center,0.53,104.93,6.99,0.34,0.39,3725.00,9441.00,2421.17,8397.83,1775.12,8129.18,1348.00,7368.00,885.13,753.83,14527.00,50387.00,26.00,67.01,80.60,4.69,0.63,0.02
110,> 50 microns from soma center,0.24,103.13,7.36,0.22,0.80,1313.00,9027.00,1146.50,8416.00,980.00,7805.00,980.00,7805.00,166.50,611.00,2293.00,16832.00,10.00,63.06,81.51,3.85,0.65,0.01
111,> 50 microns from soma center,0.04,103.28,7.30,0.00,0.00,735.00,7262.00,735.00,7262.00,735.00,7262.00,735.00,7262.00,0.00,0.00,735.00,7262.00,6.00,63.32,81.50,3.83,0.72,0.00
112,> 50 microns from soma center,0.05,103.12,7.50,0.00,0.00,1321.00,8090.00,1321.00,8090.00,1321.00,8090.00,1321.00,8090.00,0.00,0.00,1321.00,8090.00,6.00,63.17,81.39,4.27,0.70,0.00
113,> 50 microns from soma center,0.08,102.59,7.61,0.00,0.00,1870.00,9589.00,1870.00,9589.00,1870.00,9589.00,1870.00,9589.00,0.00,1.00,1870.00,9589.00,6.00,62.57,81.24,3.08,0.71,0.00
114,> 50 microns from soma center,0.00,102.57,8.50,0.00,0.00,5619.00,6610.00,5619.00,6610.00,5619.00,6610.00,5619.00,6610.00,1.00,0.00,5619.00,6610.00,6.00,62.67,81.13,3.46,0.72,0.00
115,> 50 microns from soma center,0.24,102.51,8.50,0.13,0.45,5639.00,7995.00,4504.67,7369.33,2576.00,6643.00,2576.00,6643.00,1370.82,556.52,13514.00,22108.00,14.00,62.41,81.25,3.53,0.52,0.00
