,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
24,30-40 microns from soma center,0.18,112.21,60.51,0.39,0.47,4998.00,7227.00,2240.33,6701.33,776.00,6102.00,776.00,6102.00,1951.21,462.22,6721.00,20104.00,14.00,69.01,88.17,7.47,0.79,0.01
25,20-30 microns from soma center,2.99,111.97,62.37,0.35,0.45,8483.00,18311.00,4197.88,10457.00,3401.24,9497.88,693.00,8328.00,2068.93,2322.35,109145.00,271881.00,92.00,69.08,87.75,8.12,0.60,0.23
26,20-30 microns from soma center,0.38,111.56,63.03,0.39,0.47,2906.00,11879.00,2186.33,11030.00,1402.00,9928.00,1402.00,9928.00,615.71,816.34,6559.00,33090.00,14.00,67.53,88.51,7.21,0.79,0.02
27,20-30 microns from soma center,0.38,112.76,62.08,0.49,0.00,1724.00,8952.00,1415.00,8572.67,966.00,7901.00,966.00,7901.00,324.90,476.26,4245.00,25718.00,14.00,67.98,89.65,7.47,0.74,0.01
28,20-30 microns from soma center,0.96,116.62,62.75,0.61,0.26,2299.00,13930.00,1317.86,11177.90,809.64,11129.50,697.00,8809.00,608.18,1750.41,9225.00,78245.00,28.00,69.73,93.15,7.78,0.83,0.07
29,20-30 microns from soma center,1.86,113.71,64.07,0.35,0.55,8423.00,14068.00,5058.60,9280.13,4844.26,7901.69,1321.00,7293.00,2112.05,2110.58,75879.00,139202.00,56.00,68.34,90.58,7.43,0.62,0.12
30,30-40 microns from soma center,2.11,114.26,59.09,0.41,0.39,7699.00,14859.00,2734.59,9204.29,1690.19,8531.02,675.00,6918.00,2043.18,2275.19,46488.00,156473.00,60.00,68.77,90.91,7.72,0.67,0.16
31,30-40 microns from soma center,0.60,115.18,58.64,0.22,0.51,3946.00,9164.00,3197.50,8404.50,2989.83,7998.17,2185.00,7701.00,679.22,581.77,12790.00,33618.00,18.00,70.18,91.04,7.36,0.69,0.03
32,30-40 microns from soma center,1.57,115.63,61.63,0.37,0.35,10391.00,12595.00,5735.27,8835.64,5629.50,7744.67,1226.00,6538.00,2456.47,1927.02,63088.00,97192.00,46.00,70.44,91.38,7.62,0.67,0.10
33,30-40 microns from soma center,3.29,117.35,60.81,0.33,0.51,6588.00,12945.00,2350.81,8475.78,1661.54,8036.02,667.00,5845.00,1634.99,1554.91,63472.00,228846.00,90.00,71.19,92.96,7.85,0.65,0.29
34,30-40 microns from soma center,0.27,118.43,63.25,0.39,0.44,7019.00,8352.00,5325.33,7667.33,2593.00,7087.00,2593.00,7087.00,1950.47,521.67,15976.00,23002.00,14.00,71.03,94.46,7.74,0.81,0.01
35,30-40 microns from soma center,0.88,118.75,62.87,0.56,0.30,6930.00,10673.00,3056.11,7590.11,1940.06,6971.91,1016.00,6692.00,1788.97,1185.45,27505.00,68311.00,38.00,70.91,94.96,7.45,0.64,0.04
36,20-30 microns from soma center,0.62,119.43,66.32,0.33,0.42,6404.00,8334.00,3655.50,7013.67,3142.86,6511.00,1606.00,6203.00,1692.24,762.93,21933.00,42082.00,26.00,71.40,95.44,7.68,0.71,0.03
37,30-40 microns from soma center,3.01,112.53,58.61,0.26,0.59,6043.00,12737.00,2983.48,8706.92,2692.20,8326.75,648.00,6601.00,1421.95,1506.70,74587.00,217673.00,80.00,68.95,88.56,8.12,0.64,0.25
38,30-40 microns from soma center,0.91,118.69,57.99,0.29,0.62,6180.00,11105.00,3330.25,8322.63,2094.02,7444.13,1199.00,6806.00,1848.09,1432.78,26642.00,66581.00,30.00,70.21,95.39,7.77,0.79,0.06
39,20-30 microns from soma center,0.70,143.82,63.84,0.24,0.54,12849.00,10425.00,7672.25,9351.00,5845.51,9309.86,5706.00,8212.00,2996.51,784.67,30689.00,37404.00,18.00,92.06,110.42,4.05,0.78,0.04
40,20-30 microns from soma center,1.51,139.96,64.57,0.29,0.62,8512.00,11638.00,5654.70,8719.70,4597.07,8029.48,2913.00,7218.00,1811.60,1330.22,56547.00,87197.00,42.00,91.02,106.22,4.43,0.63,0.09
41,20-30 microns from soma center,0.97,137.90,63.91,0.19,0.49,9476.00,11306.00,5212.50,8041.13,4243.87,6718.40,3217.00,6453.00,2007.38,1664.48,41700.00,64329.00,34.00,93.97,100.80,4.94,0.72,0.05
42,20-30 microns from soma center,0.29,140.34,64.45,0.39,0.44,1860.00,6357.00,1246.33,6019.00,654.00,5504.00,654.00,5504.00,492.58,370.05,3739.00,18057.00,14.00,90.57,107.10,4.79,0.65,0.01
43,30-40 microns from soma center,2.22,140.80,55.95,0.61,0.23,4753.00,11814.00,1568.29,8271.24,1356.65,7986.34,671.00,6574.00,955.81,1221.53,26661.00,140611.00,64.00,90.65,107.61,5.13,0.60,0.14
44,30-40 microns from soma center,0.19,137.90,56.47,0.39,0.44,3207.00,8120.00,2547.67,7455.33,1740.00,6879.00,1740.00,6879.00,608.02,510.47,7643.00,22366.00,14.00,94.45,100.32,5.46,0.77,0.01
45,30-40 microns from soma center,1.05,137.76,57.40,0.30,0.46,4897.00,9696.00,2030.00,7544.89,1167.70,6761.59,728.00,6202.00,1469.50,1092.90,18270.00,67904.00,34.00,93.08,101.42,5.09,0.69,0.06
46,30-40 microns from soma center,0.24,137.04,57.79,0.39,0.44,5690.00,7558.00,4431.00,7153.00,3496.00,6637.00,3496.00,6637.00,924.53,384.10,13293.00,21459.00,14.00,92.83,100.65,5.62,0.82,0.01
47,30-40 microns from soma center,1.10,137.32,57.33,0.45,0.41,5778.00,10871.00,3448.13,8643.63,3652.59,7920.12,740.00,7186.00,1611.99,1294.40,27585.00,69149.00,34.00,92.38,101.45,5.57,0.62,0.05
48,20-30 microns from soma center,0.36,138.67,66.44,0.35,0.53,10404.00,7687.00,5827.75,6931.75,3965.86,6598.04,1995.00,6448.00,3175.09,478.68,23311.00,27727.00,18.00,90.15,105.20,5.72,0.77,0.01
49,20-30 microns from soma center,0.44,136.94,66.97,0.22,0.51,3344.00,9993.00,1915.75,7415.25,1442.69,5958.82,713.00,5862.00,969.87,1682.50,7663.00,29661.00,18.00,93.10,100.24,6.02,0.68,0.02
50,30-40 microns from soma center,1.29,137.00,58.65,0.16,0.39,2945.00,14267.00,1434.50,9516.75,1109.10,8810.22,759.00,6716.00,683.77,2327.52,11476.00,76134.00,34.00,91.76,101.56,5.85,0.71,0.08
51,20-30 microns from soma center,1.49,139.11,63.47,0.41,0.45,8382.00,9960.00,3959.57,7984.21,3004.69,7898.09,1634.00,6510.00,2223.15,947.68,55434.00,111779.00,50.00,90.60,105.40,5.83,0.66,0.09
52,20-30 microns from soma center,0.54,136.62,63.84,0.24,0.54,9514.00,10472.00,5297.50,8253.00,3809.17,7369.48,2355.00,7190.00,2675.27,1313.94,21190.00,33012.00,18.00,91.89,100.89,6.37,0.72,0.02
53,20-30 microns from soma center,0.55,137.90,66.32,0.24,0.65,6481.00,9465.00,4408.60,7719.20,2857.63,6824.38,2340.00,6215.00,1724.42,1159.42,22043.00,38596.00,22.00,93.46,101.21,6.02,0.83,0.03
54,30-40 microns from soma center,0.50,137.64,57.62,0.24,0.65,3177.00,12377.00,1466.60,8049.40,646.00,6921.84,646.00,6630.00,939.72,2172.66,7333.00,40247.00,22.00,93.52,100.79,6.37,0.77,0.02
55,30-40 microns from soma center,0.86,137.40,56.63,0.55,0.27,4282.00,9389.00,2892.75,8286.38,2527.84,7952.94,718.00,7630.00,1151.96,600.24,23142.00,66291.00,30.00,92.90,101.05,6.34,0.67,0.04
56,20-30 microns from soma center,0.54,136.80,64.33,0.51,0.21,2533.00,10349.00,1519.20,7659.80,965.55,6678.39,847.00,6664.00,609.18,1376.46,7596.00,38299.00,22.00,88.97,103.73,6.11,0.65,0.02
57,30-40 microns from soma center,1.10,137.35,56.24,0.49,0.28,3876.00,14565.00,2191.25,9260.13,1766.42,8567.72,842.00,7323.00,1020.72,2069.42,17530.00,74081.00,34.00,89.36,104.10,6.53,0.70,0.06
58,30-40 microns from soma center,0.37,138.13,56.51,0.47,0.32,5714.00,9450.00,3230.25,8512.75,1757.75,8212.91,914.00,7977.00,1960.27,562.16,12921.00,34051.00,18.00,90.01,104.58,6.39,0.75,0.01
59,20-30 microns from soma center,0.19,136.65,65.72,0.39,0.44,13839.00,7297.00,10774.30,6682.67,8787.00,6207.00,8787.00,6207.00,2198.66,455.67,32323.00,20048.00,14.00,90.35,102.32,6.32,0.70,0.00
60,20-30 microns from soma center,1.99,136.09,65.18,0.16,0.35,10730.00,15968.00,4823.18,8643.65,3277.86,7350.19,1046.00,6376.00,2973.92,2496.80,81994.00,146942.00,62.00,90.43,101.48,6.68,0.61,0.13
61,20-30 microns from soma center,0.36,136.26,64.12,0.12,0.93,10721.00,8621.00,7734.00,8037.33,5017.00,7171.00,5017.00,7171.00,2336.46,624.79,23202.00,24112.00,14.00,91.05,101.15,6.75,0.73,0.01
62,40-50 microns from soma center,0.66,135.60,37.39,0.43,0.37,7152.00,9212.00,4275.00,8002.00,3148.39,7015.61,1394.00,6713.00,1946.18,1021.12,21375.00,40010.00,22.00,88.85,102.21,6.75,0.81,0.04
63,20-30 microns from soma center,0.45,137.35,91.96,0.69,0.20,3922.00,9466.00,2864.50,7490.00,3106.39,6310.42,1279.00,6273.00,971.14,1318.04,11458.00,29960.00,18.00,89.18,104.29,5.92,0.81,0.02
64,20-30 microns from soma center,0.93,138.12,92.03,0.43,0.43,8381.00,9379.00,3222.25,7981.75,2180.08,7831.38,675.00,6720.00,2347.11,1006.93,25778.00,63854.00,34.00,89.72,104.79,6.74,0.57,0.04
65,20-30 microns from soma center,0.66,137.62,96.68,0.51,0.23,5025.00,8951.00,2652.00,6789.33,1286.59,6050.38,882.00,5381.00,1699.38,1256.62,15912.00,40736.00,26.00,89.30,104.46,7.29,0.62,0.02
66,20-30 microns from soma center,3.50,136.68,96.85,0.44,0.39,12497.00,13798.00,6887.03,9123.14,6871.53,8346.79,1587.00,6088.00,2778.54,2265.57,199724.00,264571.00,94.00,92.14,100.71,7.01,0.60,0.29
67,20-30 microns from soma center,0.59,135.83,97.67,0.22,0.51,5478.00,10848.00,5176.75,8578.50,5279.87,7778.16,4521.00,6482.00,385.44,1624.85,20707.00,34314.00,18.00,89.21,102.17,7.25,0.78,0.03
68,20-30 microns from soma center,2.02,136.87,97.85,0.44,0.37,5162.00,12454.00,3170.63,7970.63,3212.29,7297.63,1169.00,6561.00,1086.58,1618.49,50730.00,127530.00,58.00,89.73,103.07,7.73,0.63,0.13
69,20-30 microns from soma center,0.23,136.57,92.31,0.39,0.44,4868.00,7540.00,3410.00,7161.00,1739.00,6965.00,1739.00,6965.00,1286.26,268.05,10230.00,21483.00,14.00,88.23,103.96,7.76,0.78,0.01
70,20-30 microns from soma center,0.39,134.78,92.66,0.39,0.44,2752.00,9607.00,1996.33,8159.00,1523.00,7001.00,1523.00,7001.00,540.00,1083.48,5989.00,24477.00,14.00,87.57,102.14,7.99,0.78,0.02
71,30-40 microns from soma center,1.04,136.51,90.26,0.28,0.46,6724.00,12600.00,3473.00,8182.43,3007.28,7101.20,1438.00,6022.00,1576.54,2030.77,24311.00,57277.00,30.00,89.99,102.33,8.03,0.70,0.06
72,20-30 microns from soma center,0.99,137.10,97.96,0.56,0.25,7858.00,9946.00,3777.75,7668.50,2831.13,6877.86,2113.00,6575.00,1706.05,1162.37,30222.00,61348.00,32.00,89.02,103.96,7.95,0.69,0.05
73,20-30 microns from soma center,0.29,110.95,96.43,0.39,0.44,2406.00,8021.00,1857.67,6836.67,1270.00,6106.00,1270.00,6106.00,464.60,845.05,5573.00,20510.00,14.00,67.79,87.46,8.10,0.76,0.01
74,20-30 microns from soma center,2.08,118.43,98.41,0.31,0.49,9789.00,12523.00,4418.06,8308.00,3124.58,7676.89,1343.00,6095.00,2613.25,1514.03,75107.00,141236.00,56.00,70.58,94.77,8.02,0.73,0.18
75,20-30 microns from soma center,0.32,116.69,91.56,0.39,0.44,1053.00,9134.00,818.67,8034.00,676.00,6659.00,676.00,6659.00,167.00,1028.96,2456.00,24102.00,14.00,70.56,92.58,8.23,0.83,0.01
76,20-30 microns from soma center,0.13,116.99,92.93,0.39,0.47,1648.00,6524.00,1140.00,6314.00,818.00,6014.00,818.00,6014.00,363.48,217.71,3420.00,18942.00,14.00,70.20,93.22,8.24,0.64,0.00
77,20-30 microns from soma center,0.57,109.80,92.88,0.12,0.61,1755.00,9433.00,1061.40,7623.20,805.63,6628.66,763.00,6391.00,365.98,1270.00,5307.00,38116.00,22.00,68.49,85.34,9.02,0.63,0.02
78,30-40 microns from soma center,0.72,118.66,89.59,0.47,0.39,6761.00,8354.00,3445.29,6867.14,2665.75,6169.67,1214.00,5501.00,1732.50,972.35,24117.00,48070.00,30.00,71.14,94.55,8.84,0.74,0.04
79,30-40 microns from soma center,1.30,119.09,90.18,0.21,0.76,8116.00,17131.00,3520.56,8693.22,2334.98,7099.44,1296.00,6203.00,2159.29,3208.43,31685.00,78239.00,36.00,71.79,94.60,8.95,0.70,0.08
80,30-40 microns from soma center,0.32,118.56,90.25,0.39,0.44,7460.00,7480.00,5229.67,6684.67,3380.00,6219.00,3380.00,6219.00,1687.26,565.12,15689.00,20054.00,14.00,71.15,94.38,9.26,0.74,0.01
81,20-30 microns from soma center,2.27,110.57,96.58,0.39,0.32,8592.00,15214.00,4107.05,8072.42,3454.17,7623.24,945.00,5449.00,2083.05,2175.01,78034.00,153376.00,66.00,68.02,86.71,8.99,0.67,0.18
82,20-30 microns from soma center,1.37,116.83,97.95,0.24,0.75,8176.00,11583.00,4739.00,7798.82,4300.60,6825.13,1427.00,6529.00,1734.89,1480.35,52129.00,85787.00,46.00,70.15,93.03,8.59,0.63,0.08
83,20-30 microns from soma center,0.34,109.72,97.96,0.39,0.44,5984.00,9339.00,4182.00,8270.67,2415.00,7140.00,2415.00,7140.00,1457.25,898.81,12546.00,24812.00,14.00,68.16,85.44,9.70,0.84,0.01
84,10-20 microns from soma center,0.31,136.12,91.17,0.39,0.44,3970.00,8019.00,3225.67,7288.00,2635.00,6816.00,2635.00,6816.00,555.74,524.16,9677.00,21864.00,14.00,87.70,103.79,8.12,0.73,0.01
85,10-20 microns from soma center,2.42,135.12,91.75,0.34,0.56,11336.00,14418.00,6034.00,9133.14,6001.06,8727.32,2108.00,7023.00,2613.47,1849.39,132748.00,200929.00,68.00,87.45,102.63,8.90,0.74,0.22
86,20-30 microns from soma center,0.45,135.75,95.22,0.49,0.00,3352.00,9438.00,1989.33,8449.33,1282.00,7138.00,1282.00,7138.00,963.78,966.29,5968.00,25348.00,14.00,86.92,103.86,9.27,0.87,0.02
87,30-40 microns from soma center,2.83,134.63,92.74,0.26,0.67,9003.00,15189.00,3054.29,9108.79,2157.04,8277.48,697.00,6473.00,2170.70,2506.07,73303.00,218611.00,76.00,86.77,102.50,9.45,0.71,0.27
88,30-40 microns from soma center,0.10,134.27,92.56,0.39,0.47,2562.00,6141.00,2137.67,6043.33,1491.00,5984.00,1491.00,5984.00,464.64,69.57,6413.00,18130.00,14.00,86.95,101.87,9.56,0.61,0.00
89,20-30 microns from soma center,2.90,134.29,97.30,0.42,0.44,9637.00,17371.00,5748.60,9683.76,6004.75,9016.61,1621.00,7039.00,2580.91,2233.29,143715.00,242094.00,76.00,86.65,102.04,10.72,0.74,0.29
90,20-30 microns from soma center,0.46,134.84,97.75,0.30,0.62,6791.00,7616.00,3963.80,6854.40,2817.46,6480.85,2290.00,6062.00,1562.50,568.46,19819.00,34272.00,22.00,86.88,102.54,10.94,0.80,0.02
91,20-30 microns from soma center,1.23,135.01,97.89,0.22,0.56,5558.00,15261.00,3262.00,8166.89,2584.13,7118.20,1713.00,6539.00,1247.97,2577.42,29358.00,73502.00,40.00,86.10,103.35,11.59,0.62,0.06
92,20-30 microns from soma center,3.13,134.71,98.22,0.32,0.52,6575.00,19466.00,3147.24,8663.36,3000.59,7739.55,1463.00,6582.00,1141.18,2644.34,78681.00,216584.00,90.00,86.72,102.43,11.62,0.51,0.19
93,30-40 microns from soma center,1.59,134.47,98.05,0.29,0.47,2976.00,9345.00,1478.92,7214.38,1004.52,6730.01,526.00,5803.00,813.38,1182.97,19226.00,93787.00,48.00,86.77,102.03,11.86,0.60,0.09
94,20-30 microns from soma center,0.71,141.05,96.97,0.47,0.29,8995.00,9260.00,5407.00,6890.43,3010.07,6142.36,2792.00,5681.00,2385.10,1196.81,37849.00,48233.00,30.00,82.70,113.70,11.35,0.76,0.04
95,20-30 microns from soma center,0.19,143.69,97.84,0.49,0.00,6446.00,6991.00,5243.00,6380.67,3874.00,6059.00,3874.00,6059.00,1056.56,431.79,15729.00,19142.00,14.00,83.62,116.28,11.56,0.72,0.00
96,10-20 microns from soma center,0.31,127.48,92.30,0.39,0.47,1653.00,7236.00,1446.67,7030.67,1202.00,6712.00,1202.00,6712.00,186.10,228.44,4340.00,21092.00,14.00,67.03,107.34,15.31,0.84,0.01
97,30-40 microns from soma center,1.78,134.76,89.13,0.29,0.60,5754.00,9226.00,2793.82,6662.65,2259.14,6047.69,811.00,5178.00,1285.75,1166.59,47495.00,113265.00,58.00,87.45,101.70,13.06,0.74,0.14
98,20-30 microns from soma center,0.24,134.62,97.57,0.39,0.44,5039.00,7972.00,3812.33,6722.33,2666.00,6056.00,2666.00,6056.00,970.44,884.30,11437.00,20167.00,14.00,88.19,100.94,12.57,0.77,0.01
99,20-30 microns from soma center,2.37,134.29,97.93,0.61,0.25,5683.00,12646.00,2819.00,7973.18,2236.34,7689.66,726.00,6270.00,1529.97,1559.31,62018.00,175410.00,74.00,88.41,100.19,13.39,0.68,0.19
100,20-30 microns from soma center,0.66,134.74,99.26,0.24,0.65,7754.00,8983.00,5142.80,7696.20,4537.41,7033.42,2671.00,6475.00,1636.76,880.35,25714.00,38481.00,22.00,88.21,100.94,13.63,0.72,0.03
101,20-30 microns from soma center,2.39,134.99,98.45,0.43,0.40,7101.00,14329.00,3220.43,9193.48,2160.01,7790.89,870.00,6923.00,1827.73,2380.38,67629.00,193063.00,74.00,88.15,101.36,13.39,0.62,0.17
102,20-30 microns from soma center,0.64,134.74,98.62,0.35,0.53,3135.00,9783.00,2014.25,8369.75,1088.44,7321.21,952.00,7252.00,997.63,1105.93,8057.00,33479.00,18.00,87.91,101.13,14.14,0.80,0.03
103,20-30 microns from soma center,5.50,134.50,99.10,0.45,0.36,6886.00,19234.00,3077.88,9097.11,3120.22,8141.34,626.00,6026.00,1687.48,2688.94,175439.00,518535.00,172.00,88.23,100.53,14.14,0.60,0.56
104,30-40 microns from soma center,1.01,133.73,99.52,0.24,0.62,4180.00,8160.00,2708.11,7145.89,2064.25,7291.93,1268.00,5869.00,1054.61,792.12,24373.00,64313.00,38.00,88.73,99.04,14.18,0.66,0.05
105,10-20 microns from soma center,4.48,134.10,90.71,0.30,0.52,10073.00,16524.00,4457.30,9497.51,4338.63,8540.72,955.00,6792.00,1881.35,2290.63,191664.00,408393.00,136.00,88.41,99.76,14.67,0.56,0.37
106,10-20 microns from soma center,0.32,135.00,91.36,0.39,0.44,9214.00,9643.00,6705.00,8215.67,2741.00,7308.00,2741.00,7308.00,2835.81,1021.63,20115.00,24647.00,14.00,89.00,100.50,14.32,0.71,0.01
107,10-20 microns from soma center,0.70,134.66,90.64,0.18,0.75,10935.00,10280.00,5674.40,8775.40,3195.35,7502.95,1500.00,7092.00,3287.57,1250.83,28372.00,43877.00,22.00,89.81,99.21,14.98,0.79,0.04
108,10-20 microns from soma center,0.26,134.86,91.01,0.39,0.44,6849.00,8520.00,5465.67,8182.67,3933.00,7735.00,3933.00,7735.00,1195.13,329.84,16397.00,24548.00,14.00,90.07,99.16,15.56,0.78,0.01
109,10-20 microns from soma center,0.27,135.01,91.39,0.39,0.47,3907.00,8871.00,3103.33,7975.00,2652.00,6915.00,2652.00,6915.00,569.71,806.91,9310.00,23925.00,14.00,89.80,99.63,15.38,0.85,0.01
110,10-20 microns from soma center,0.57,142.96,91.44,0.22,0.61,8282.00,11900.00,5855.25,9254.25,6027.43,7577.61,3035.00,7509.00,1865.58,1833.22,23421.00,37017.00,18.00,83.94,115.08,12.12,0.79,0.03
111,10-20 microns from soma center,2.03,146.30,92.28,0.23,0.77,3912.00,13837.00,2124.76,8692.82,1874.81,8133.37,732.00,6884.00,892.77,1685.96,36121.00,147778.00,58.00,85.28,118.23,12.32,0.68,0.15
112,30-40 microns from soma center,0.56,146.61,92.54,0.28,0.61,1942.00,7337.00,1128.60,6340.00,671.07,6034.64,656.00,5942.00,548.76,513.67,5643.00,31700.00,22.00,85.44,118.47,12.64,0.65,0.02
113,20-30 microns from soma center,0.58,144.32,94.45,0.22,0.51,7920.00,9666.00,5254.50,8123.00,4786.10,8154.88,3438.00,6212.00,1640.62,1239.63,21018.00,32492.00,18.00,84.58,116.28,12.38,0.71,0.02
114,20-30 microns from soma center,0.42,145.03,94.07,0.50,0.35,4547.00,6699.00,2667.40,6406.80,1573.37,6330.61,797.00,6157.00,1441.35,184.07,13337.00,32034.00,20.00,84.42,117.20,13.07,0.76,0.02
